 	Marika	cerca	una	macchina	che	consuma	fa	poco	consumo	in	benzina	</S>
a31	0.0573304	0.074777484	0.060071457	0.058766298	0.07367273	0.062031206	0.07606077	0.07383467	0.06966993	0.13740961	0.123873256	0.13250218
a10	0.09260545	0.1402419	0.11111606	0.09517059	0.106852286	0.09841532	0.10672701	0.09941077	0.041762665	0.038865868	0.034267113	0.03456496
a20	0.08125186	0.13378982	0.10784053	0.11912603	0.1113071	0.09839138	0.11546735	0.13186146	0.026487837	0.026743304	0.029516429	0.018216914
a31	0.11384728	0.12888168	0.10237941	0.11884707	0.09517011	0.1272502	0.13630354	0.09149794	0.030548424	0.019945115	0.018985486	0.016343733
a20	0.09577512	0.1372822	0.11056365	0.11597964	0.103579886	0.10872179	0.13478574	0.101704225	0.030886203	0.023776812	0.019931257	0.017013498
a31	0.10136059	0.13041142	0.1084804	0.117437676	0.089151815	0.12897687	0.12572342	0.08151736	0.039519385	0.02471749	0.029690292	0.02301329
a17	0.08390819	0.13586465	0.10850048	0.10959655	0.11083226	0.09885745	0.1297776	0.1152243	0.031868692	0.028837694	0.027265342	0.019466799
a31	0.09818066	0.1401457	0.13341163	0.1117371	0.09847689	0.09615902	0.09315158	0.07878159	0.049008884	0.034366082	0.034353033	0.03222788
a26	0.09008719	0.1320896	0.11137499	0.1255884	0.10690074	0.09505005	0.10986455	0.11848702	0.029181965	0.024861969	0.03734554	0.019168027
a23	0.11155076	0.15921518	0.1371144	0.115341045	0.076401174	0.09827085	0.0951418	0.05715557	0.053975075	0.03195879	0.03261936	0.031255964
a31	0.08692136	0.10337191	0.10825901	0.093322225	0.10367588	0.12051963	0.11807906	0.09435451	0.036414824	0.044786006	0.04620881	0.04408678
a20	0.09015861	0.13526492	0.121596694	0.12573248	0.10504501	0.09319455	0.10116106	0.11289096	0.030479874	0.024223058	0.040083464	0.020169396
a31	0.09550431	0.14363575	0.13492598	0.1172697	0.08998977	0.0983945	0.09586346	0.06242576	0.05889356	0.034810808	0.033703536	0.034582864
a41	0.087139934	0.13523167	0.1289664	0.11592799	0.105485365	0.091786295	0.09774171	0.109895535	0.033678997	0.028683182	0.040804777	0.024658129
a35	0.09558957	0.12488472	0.12994185	0.110245496	0.10178285	0.104889624	0.097797096	0.070622295	0.05450703	0.037642818	0.0337901	0.03830655
a24	0.08355428	0.09084221	0.08977922	0.09323431	0.09081046	0.1450464	0.14156415	0.11193121	0.02936971	0.039608352	0.043584883	0.04067484
a31	0.07851652	0.09119889	0.09022803	0.111305855	0.1021398	0.12492401	0.119747415	0.13176064	0.028585538	0.034871493	0.052216124	0.03450559
a3	0.11359896	0.15257716	0.13956206	0.13794237	0.0833811	0.08587276	0.08838168	0.079476565	0.034674995	0.024163425	0.0375501	0.022818757
a31	0.07997875	0.09679879	0.09604837	0.097030334	0.09541652	0.1339903	0.13031721	0.11672459	0.030302214	0.038616993	0.045277867	0.03949801
a35	0.11856717	0.15170456	0.14070559	0.13278073	0.08852915	0.07907704	0.07763536	0.07749332	0.035736497	0.028765073	0.040665846	0.028339598
a24	0.08451439	0.09686924	0.08539263	0.10310178	0.09011679	0.1338394	0.12570599	0.11123409	0.029764673	0.040252116	0.053869594	0.045339275
a31	0.08944118	0.10595034	0.10036468	0.09527949	0.10030136	0.09233048	0.09202254	0.10066282	0.033588976	0.057244863	0.07576047	0.05705275
a7	0.13219488	0.15975317	0.14121634	0.12531745	0.08004684	0.07371428	0.0704182	0.06442547	0.045285244	0.034120016	0.039212152	0.034295958
a31	0.08915444	0.095697805	0.08088362	0.10720786	0.08697613	0.13044208	0.12221944	0.09922909	0.025844472	0.03999339	0.07337967	0.048972
a28	0.12003415	0.12081737	0.1285496	0.1170338	0.097053476	0.088079885	0.07825135	0.08054637	0.050783236	0.040130515	0.036870718	0.041849557
a38	0.11038257	0.089355506	0.092595644	0.106876925	0.087959535	0.119869284	0.10740171	0.08260647	0.028420938	0.04425176	0.07233913	0.057940546
a31	0.08392614	0.10109082	0.086152956	0.086590946	0.08464396	0.08676248	0.08832161	0.083738804	0.033557013	0.069053136	0.111428425	0.08473375
a38	0.10850318	0.11663186	0.12613837	0.11550456	0.1017226	0.08906521	0.081956804	0.082505256	0.055466257	0.042592015	0.036002606	0.04391126
a24	0.094058715	0.09392304	0.087830506	0.09537555	0.085607864	0.09820196	0.09672654	0.07876097	0.033485364	0.063749395	0.102942295	0.0693378
a31	0.08136966	0.090877354	0.084780246	0.080698624	0.08087322	0.080073446	0.08044017	0.07981587	0.04260915	0.078281805	0.113785714	0.106394716
a27	0.108139634	0.12011348	0.12838411	0.116009496	0.10082793	0.08339212	0.076324254	0.08242423	0.058426473	0.04333961	0.03785066	0.04476802
a31	0.08537779	0.09619833	0.08389346	0.088879704	0.08275401	0.09036714	0.09037846	0.07904625	0.03457032	0.071786106	0.116760775	0.07998758
a28	0.11236389	0.09972964	0.11101132	0.106968775	0.095636226	0.10212022	0.08810768	0.085605755	0.05177661	0.05039042	0.03995296	0.056336466
a37	0.09414436	0.09160471	0.08713271	0.093297005	0.08054384	0.09602459	0.093340196	0.07025538	0.03645644	0.071793765	0.11200882	0.07339822
a46	0.0821439	0.09306457	0.08590382	0.080056004	0.07828	0.07920359	0.079205155	0.07396072	0.042218477	0.08259772	0.121284716	0.10208133
a31	0.07851362	0.09782924	0.0836757	0.07772649	0.078316696	0.07653927	0.07915579	0.07641244	0.03815721	0.084388904	0.13905251	0.090232104
a33	0.11116593	0.096654944	0.106046	0.10626749	0.09270147	0.106194206	0.09453582	0.0817377	0.048013564	0.05211478	0.04310953	0.06145854
a23	0.07456575	0.09145333	0.076059006	0.07759227	0.07840893	0.078786924	0.08407905	0.074417435	0.03871142	0.09080931	0.14218764	0.09292894
a31	0.069628336	0.0760947	0.07180817	0.06898983	0.069787055	0.06881196	0.070097126	0.06957913	0.05876217	0.10793833	0.15179701	0.11670621
</S>	0.1148601	0.09411223	0.10139999	0.10669941	0.08769635	0.1107133	0.09760179	0.077569835	0.047197737	0.0512726	0.04518615	0.065690584
