 	mia	figlia	vuole	andare	</S>
a46	0.18422325	0.19617943	0.18960413	0.19036593	0.23962727
a31	0.169791	0.20946042	0.15771617	0.18977328	0.27325907
a7	0.35512424	0.24333885	0.15263966	0.13655041	0.11234684
a20	0.14178607	0.13826121	0.17592865	0.27393067	0.27009344
a31	0.20314002	0.23088677	0.24567819	0.19027905	0.13001598
a46	0.21894635	0.18963978	0.2279913	0.19439034	0.16903226
a31	0.12612276	0.11896039	0.16285287	0.3018901	0.2901739
a46	0.23524289	0.17388585	0.20055372	0.2209674	0.16935016
a31	0.18607534	0.15019597	0.1253987	0.27190295	0.266427
a11	0.3303149	0.23083045	0.15946792	0.16615015	0.11323655
a3	0.27607274	0.1981448	0.12595515	0.20843302	0.19139431
a31	0.24304087	0.17535865	0.10048193	0.2145447	0.26657388
a27	0.34054586	0.20921849	0.14332081	0.17586052	0.13105425
a0	0.30817816	0.23733892	0.11939341	0.14997101	0.18511859
</S>	0.2799324	0.26953724	0.14005563	0.1281021	0.18237266
