 	ha	potuto	entrare	dalla	finestra	</S>
a46	0.1162793	0.12924133	0.19701737	0.19126458	0.19826181	0.16793564
a31	0.22389224	0.1588013	0.1253176	0.14780256	0.17175314	0.17243321
a8	0.32132354	0.18000461	0.074881196	0.13714954	0.20470087	0.08194025
a31	0.2716262	0.17929089	0.09931964	0.108121715	0.14999454	0.19164695
a15	0.32704338	0.18274365	0.0810171	0.14070615	0.19309783	0.07539181
a13	0.27046913	0.20748934	0.103766486	0.10793072	0.14267887	0.16766548
a24	0.28368583	0.19084173	0.078724556	0.10616585	0.1777348	0.16284716
a31	0.3374415	0.20272042	0.0778425	0.08123369	0.11556249	0.18519935
a18	0.3110087	0.20269872	0.07863714	0.112255014	0.16282693	0.13257352
a31	0.35560364	0.2099109	0.07570201	0.074934356	0.09869424	0.18515481
a20	0.33879802	0.21204503	0.07550417	0.09318045	0.14840302	0.13206929
a11	0.33401567	0.24661055	0.07936084	0.08306014	0.11414703	0.1428057
a8	0.29661283	0.2548703	0.08960104	0.09532537	0.14134395	0.12224648
a31	0.23969728	0.23787239	0.13904494	0.122546084	0.16537026	0.09546912
a8	0.3806299	0.23697379	0.084450066	0.09944666	0.12050099	0.07799859
a31	0.21560471	0.22368126	0.14254041	0.13275865	0.19086744	0.094547614
</S>	0.3717918	0.24912375	0.09007392	0.100105494	0.121005945	0.06789902
