 	può	che	sono	ancora	svegli	</S>
a31	0.10387523	0.10908528	0.15398277	0.18916789	0.20630372	0.23758513
a7	0.22904986	0.24519216	0.22841801	0.11422033	0.10392611	0.0791935
a31	0.1474227	0.17289484	0.14034891	0.20049308	0.18860456	0.15023594
a7	0.17711125	0.20099524	0.17363025	0.19290051	0.1557703	0.09959243
a31	0.12838438	0.15089235	0.11152321	0.2015616	0.23860963	0.16902879
a37	0.16749606	0.15153696	0.1636588	0.2084834	0.18761274	0.121212065
a31	0.14156708	0.15247242	0.1954218	0.21690044	0.16924258	0.12439563
a39	0.13275133	0.14408454	0.1255363	0.21005493	0.2250971	0.16247576
a31	0.1255346	0.1574291	0.16124865	0.22971864	0.18133053	0.14473844
a20	0.15073046	0.19815078	0.13701132	0.18366337	0.18237695	0.14806703
a31	0.12815756	0.17479253	0.160364	0.20114101	0.17054676	0.16499811
a46	0.15780951	0.2309065	0.14377755	0.16462503	0.15365985	0.14922157
a8	0.19265357	0.20872642	0.16553625	0.13351297	0.11886981	0.18070093
a46	0.16870022	0.20881282	0.16701762	0.15060681	0.13597344	0.16888914
a8	0.15875693	0.262326	0.17197143	0.1360646	0.13646154	0.13441952
a31	0.15834175	0.23606555	0.20774895	0.13938794	0.15157214	0.10688368
a20	0.19302875	0.27609855	0.24240679	0.10902138	0.0842292	0.09521529
</S>	0.1531382	0.21813004	0.2858864	0.1399055	0.117367096	0.08557274
