 	sicuramente	stanno	ancora	svegli	</S>
a17	0.20548473	0.19108915	0.20449993	0.18955202	0.20937414
a24	0.18248345	0.2201506	0.17540939	0.20386142	0.21809508
a28	0.19362788	0.26498806	0.2248843	0.12551627	0.19098352
a37	0.23154154	0.2745503	0.23616064	0.1229863	0.13476118
a18	0.23012368	0.29252455	0.22741482	0.13060144	0.11933553
a39	0.2048538	0.29351693	0.22716525	0.14618155	0.12828246
a31	0.2186369	0.29411954	0.22639224	0.14524089	0.11561037
a39	0.25197345	0.3007097	0.23905554	0.081526384	0.12673491
a31	0.16727138	0.30992934	0.23673253	0.1339518	0.15211502
a46	0.24523436	0.29213083	0.2527587	0.08673019	0.12314596
a31	0.12001472	0.30445725	0.24153472	0.13514426	0.19884905
a18	0.2683827	0.28372204	0.24306397	0.095634595	0.10919675
a31	0.15273415	0.30321324	0.25221333	0.12506633	0.16677298
a39	0.259688	0.283888	0.24360539	0.10397274	0.1088459
a31	0.19900751	0.28228655	0.24059851	0.13192165	0.14618577
a41	0.26810524	0.27711496	0.23018418	0.11979848	0.10479718
a39	0.21434195	0.27044696	0.21680832	0.15206622	0.14633656
a28	0.19093403	0.28448397	0.24220654	0.12746449	0.15491095
a20	0.16668712	0.28669384	0.2562269	0.12536818	0.16502398
a31	0.16180485	0.28803742	0.25784668	0.12576175	0.1665493
a39	0.23174144	0.27399537	0.23337716	0.14771985	0.11316619
a35	0.21182375	0.25233942	0.21873544	0.13307524	0.18402614
a31	0.2510338	0.24357367	0.20312	0.11446849	0.18780404
a11	0.2575749	0.19349144	0.1824853	0.21527529	0.15117307
a18	0.27768183	0.17329934	0.17635639	0.1434508	0.22921158
a24	0.30365947	0.19173375	0.18760267	0.11391593	0.20308812
a31	0.33324853	0.18308769	0.17262416	0.12436201	0.18667768
a18	0.24800135	0.1928573	0.18708363	0.20423448	0.16782327
a31	0.3633362	0.14310369	0.13520707	0.13568807	0.22266494
a18	0.26586106	0.17782262	0.18816963	0.18159442	0.1865522
a15	0.38458732	0.13334239	0.11255687	0.17407192	0.19544159
a8	0.39350924	0.16945712	0.124105886	0.14320545	0.16972229
a39	0.38016954	0.1814431	0.13447477	0.13689923	0.16701339
a31	0.35512552	0.15033396	0.12056575	0.17034599	0.2036287
</S>	0.2873639	0.1547575	0.18100883	0.1664478	0.21042195
