 	oggi	abbiamo	deciso	di	andare	al	mare	alla	spiaggia	sono	andati	tutti	solamente	mio	fratello	non	</S>
a23	0.032800898	0.03310846	0.03309886	0.03933179	0.047210928	0.053346906	0.050182763	0.054717347	0.054442734	0.051624514	0.06692608	0.05954384	0.09153272	0.092884935	0.09026485	0.0807798	0.06820252
a31	0.022006918	0.021100905	0.022981772	0.057382517	0.08503334	0.090948634	0.08125464	0.09377267	0.090333976	0.0492434	0.06510024	0.032081	0.035824973	0.05709339	0.06780702	0.06933405	0.058700547
a20	0.08125637	0.060109932	0.044606123	0.0352897	0.04035594	0.058218684	0.112085514	0.10776022	0.093956485	0.08556776	0.10605125	0.068549104	0.03621959	0.020868916	0.01879748	0.017584493	0.012722428
a31	0.04275849	0.03815089	0.04277521	0.06769205	0.059255015	0.05736113	0.06853946	0.07901532	0.08552468	0.08879748	0.074812904	0.07107532	0.04113691	0.045840856	0.05182102	0.05390303	0.031540252
a28	0.059796665	0.044338714	0.036309	0.031112125	0.04181301	0.060850818	0.11503383	0.109518945	0.100290984	0.09842633	0.12456805	0.08156984	0.03376346	0.02059147	0.017890036	0.014843813	0.009282879
a37	0.035724934	0.032972466	0.03334867	0.061681245	0.06313979	0.062047463	0.08010734	0.09510933	0.1030344	0.09596085	0.08561685	0.07017854	0.04439715	0.03615668	0.039307002	0.039255716	0.02196154
a16	0.045730896	0.041415513	0.039049078	0.048740316	0.050336756	0.057801202	0.09754016	0.09990283	0.10219018	0.09819634	0.10134141	0.07830095	0.049118742	0.026169809	0.025107702	0.024681212	0.014376964
a21	0.030453648	0.02804405	0.025678081	0.04754487	0.06056482	0.06005999	0.09422258	0.11068147	0.11668721	0.10146032	0.09532764	0.07885634	0.056914132	0.02769143	0.026194764	0.02450283	0.0151157845
a31	0.027138561	0.024933822	0.025018202	0.04883047	0.066352785	0.061062533	0.08630566	0.10750503	0.112872474	0.10877857	0.0997421	0.08718318	0.056579247	0.026662642	0.024601612	0.022400688	0.014032403
a37	0.042926367	0.031550866	0.030302009	0.03257725	0.043257706	0.06535579	0.12161767	0.12439273	0.11228797	0.0962427	0.11947263	0.07906713	0.035873637	0.020182975	0.017447801	0.01522556	0.012219258
