 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
a31	0.07855093	0.07680168	0.08045017	0.087714724	0.12640598	0.19279593	0.18876044	0.16852021
a23	0.112533584	0.112640716	0.24571766	0.28663063	0.08386033	0.058487903	0.06412993	0.035999257
a20	0.067360006	0.07641548	0.21637705	0.23785394	0.1189379	0.1485431	0.07121363	0.06329887
a28	0.19397753	0.19708653	0.17541213	0.16117303	0.11090995	0.07808143	0.051115934	0.03224342
a31	0.10667711	0.11320941	0.20829405	0.21158144	0.11996852	0.106213346	0.08753601	0.04652006
a17	0.09262418	0.103539385	0.1890843	0.18128473	0.13863757	0.15527534	0.08414009	0.05541439
a31	0.089952126	0.08328784	0.22131394	0.22943199	0.12091609	0.105546005	0.08809991	0.06145213
a19	0.09011767	0.100218564	0.19372834	0.18830009	0.1335356	0.14664987	0.08212047	0.06532941
a31	0.12540889	0.10848818	0.18400916	0.18605338	0.13632827	0.10550201	0.076776	0.07743412
a20	0.09307032	0.099719375	0.214826	0.21780233	0.11290041	0.12175013	0.073777236	0.06615419
a31	0.116772145	0.09507998	0.20136881	0.20327221	0.122558355	0.099100836	0.07747548	0.08437223
a20	0.098556235	0.104164824	0.21275708	0.2193513	0.10252766	0.118964836	0.07200386	0.07167416
a31	0.12828262	0.10577348	0.19235289	0.18728817	0.12174564	0.100435644	0.07427798	0.08984359
a20	0.113467254	0.11659987	0.20266512	0.21404442	0.09370323	0.11445055	0.07281373	0.07225581
a24	0.14793381	0.12540166	0.18065102	0.16791984	0.11983762	0.098560296	0.06917863	0.09051716
a31	0.17188904	0.15777972	0.15585583	0.17546667	0.11212846	0.07439214	0.07093359	0.08155456
a38	0.12940952	0.13031615	0.1918533	0.20099868	0.09571543	0.11025488	0.07613066	0.065321386
a31	0.1523427	0.1463238	0.17338485	0.17759562	0.11863885	0.083899245	0.06985498	0.07795994
a28	0.16187279	0.15629938	0.17701936	0.17281567	0.11087686	0.10122787	0.06880026	0.051087763
a20	0.15999189	0.16366442	0.15378186	0.16816635	0.09719032	0.0968019	0.08460323	0.07580004
a31	0.14238253	0.14293905	0.15104835	0.18690951	0.07177974	0.10487952	0.1079972	0.09206411
a24	0.20525211	0.18879901	0.14425075	0.14795355	0.12538624	0.08775254	0.05128913	0.04931659
a8	0.16452548	0.16657363	0.11685637	0.12509319	0.089664735	0.11910518	0.12683672	0.091344744
a38	0.11834392	0.12909932	0.18020503	0.19112277	0.079339616	0.1134587	0.10572104	0.0827096
</S>	0.117288075	0.11559106	0.13188012	0.15248011	0.12359656	0.12928745	0.15340424	0.07647245
