 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
a8	0.08218078	0.082177415	0.086244695	0.08403793	0.08719741	0.10195405	0.14530408	0.16074367	0.17015992
a23	0.05612737	0.052053403	0.13710967	0.18499033	0.22858533	0.10838454	0.105346605	0.07359726	0.053805556
a31	0.07081475	0.061986048	0.1458955	0.15077646	0.21197611	0.16821045	0.101661436	0.03785057	0.05082867
a28	0.17602965	0.13234416	0.20337054	0.13858548	0.19431981	0.08004626	0.03453679	0.025030032	0.01573735
a20	0.07465464	0.06364919	0.1817456	0.18126693	0.24142505	0.1347946	0.07148859	0.027169755	0.02380559
a31	0.10091276	0.08565992	0.17652516	0.15717934	0.22177434	0.15339223	0.05987157	0.022280738	0.02240398
a8	0.16555035	0.121118054	0.18030627	0.13176313	0.1926661	0.118915655	0.042023595	0.024499519	0.023157274
a31	0.07230789	0.07726101	0.1287795	0.20858201	0.26664728	0.10820885	0.07200021	0.029183593	0.03702965
a20	0.12361643	0.09236434	0.17683381	0.16954288	0.21649641	0.11511435	0.050094824	0.037894163	0.018042825
a31	0.10260331	0.097991966	0.12965077	0.15020144	0.24619916	0.13961817	0.06300097	0.04602826	0.02470596
a36	0.12520038	0.1076791	0.13894537	0.14841734	0.23544706	0.13367501	0.05054792	0.038858186	0.021229574
a24	0.10441299	0.123476	0.09527675	0.14396507	0.19287536	0.15310213	0.08410319	0.054959465	0.047828984
a37	0.12938705	0.11030496	0.091401	0.103749886	0.18025976	0.18938845	0.09252714	0.06363893	0.03934275
a27	0.12610875	0.110642426	0.0927371	0.111760266	0.19887035	0.18840311	0.07889835	0.053723704	0.03885586
a8	0.09142898	0.11017057	0.09675468	0.16786171	0.23624082	0.12444638	0.082968146	0.042297117	0.04783161
a23	0.07098257	0.07668935	0.114525855	0.18476005	0.30279312	0.10390571	0.07853698	0.035998076	0.03180838
a31	0.06036557	0.05813276	0.1364128	0.18114436	0.27942714	0.109481476	0.092870325	0.05120754	0.030958027
a37	0.11784898	0.09866745	0.15731557	0.16621812	0.21813016	0.12259767	0.049383793	0.04422536	0.02561285
a29	0.08316734	0.07620066	0.13470577	0.17664503	0.25204203	0.12931359	0.075531244	0.039595302	0.032799035
a31	0.08674541	0.07192401	0.14348333	0.15802416	0.22177595	0.16005786	0.08385695	0.03738089	0.03675145
a13	0.1353412	0.11646104	0.15611692	0.14668135	0.19853824	0.12728542	0.046262145	0.04016177	0.033151947
a31	0.08914698	0.09067268	0.097692646	0.17254116	0.27114803	0.104446895	0.08063114	0.04598574	0.047734678
a8	0.13581553	0.11038905	0.13122088	0.13995424	0.19881792	0.13831866	0.05985197	0.053151194	0.032480586
a31	0.13257426	0.14607142	0.0881319	0.12323223	0.20609786	0.14120337	0.07519747	0.03953784	0.04795363
a21	0.12406227	0.10513391	0.1141438	0.14123052	0.15586959	0.14607444	0.092251524	0.06664277	0.05459113
a31	0.14422908	0.14398947	0.08216971	0.11704109	0.18121243	0.12238965	0.09665902	0.057523634	0.054785848
a29	0.15437435	0.1180183	0.084707364	0.13016766	0.16249591	0.12928678	0.1068029	0.06262713	0.051519662
a31	0.1460849	0.1344612	0.08151088	0.11940116	0.16293333	0.11165213	0.112111546	0.07333953	0.05850528
a46	0.17062095	0.12794988	0.078045346	0.117837176	0.16029318	0.11742001	0.1116555	0.058764625	0.057413355
a31	0.14509602	0.14659357	0.10479024	0.104454376	0.13461743	0.1408382	0.092849314	0.08291331	0.047847528
a49	0.16243747	0.13133301	0.09115597	0.1179497	0.14585662	0.1214317	0.09323223	0.05648081	0.08012248
a3	0.12980132	0.12745287	0.09887619	0.10400969	0.11356934	0.12043467	0.1137089	0.10839373	0.0837533
a18	0.09448912	0.09412072	0.08953636	0.093268424	0.10985359	0.15251768	0.16935676	0.12685625	0.07000113
a31	0.08457145	0.08402452	0.085147284	0.09263402	0.10640026	0.13004191	0.17427535	0.14203745	0.100867815
a8	0.15846573	0.13448066	0.08771345	0.12634037	0.14653973	0.109025925	0.10210934	0.05853577	0.07678899
</S>	0.09142368	0.09183625	0.081883475	0.086713366	0.11793162	0.16011713	0.1667347	0.13414882	0.069210984
