 	è	che	è	entrato	da	qui	</S>
a31	0.120271645	0.119587496	0.12130481	0.1400562	0.15023719	0.18311974	0.16542286
a7	0.14460893	0.107806146	0.0979389	0.1743967	0.16000359	0.19637443	0.11887132
a18	0.10832548	0.089259595	0.08022732	0.1342613	0.17349365	0.25621295	0.15821965
a31	0.084611915	0.07589215	0.0788233	0.10106412	0.15145612	0.30034024	0.20781213
a46	0.114711374	0.08995046	0.08964254	0.13770318	0.16934045	0.21885335	0.17979862
a31	0.12214564	0.103723876	0.09671125	0.117831275	0.12836279	0.20227537	0.22894987
a39	0.13040243	0.10083699	0.1018165	0.1699157	0.13585545	0.17236462	0.18880835
a28	0.16304469	0.12994032	0.11063411	0.13947865	0.13762456	0.16703478	0.1522429
a31	0.16754876	0.13885225	0.111599125	0.16007721	0.13592023	0.15024474	0.13575761
</S>	0.17922321	0.121855065	0.09995704	0.18443859	0.14395623	0.15626672	0.11430313
