 	che	consuma	poco	benzina	</S>
a31	0.20424509	0.1965585	0.20010327	0.19992237	0.19917078
a41	0.24641119	0.18640539	0.17333339	0.25661114	0.13723892
a31	0.20056309	0.14884543	0.1882933	0.32019818	0.14209995
a28	0.2647699	0.19029129	0.17766783	0.2607414	0.10652961
a24	0.24776049	0.16664398	0.15715258	0.28581604	0.14262693
a31	0.2126265	0.15920086	0.17107818	0.2621778	0.19491668
a11	0.222249	0.17708202	0.1613046	0.23024808	0.20911635
a31	0.2569202	0.18929432	0.14098963	0.214423	0.19837286
a46	0.26436034	0.20539738	0.1230921	0.23393576	0.17321439
a31	0.31627172	0.20261633	0.16561444	0.21800672	0.09749073
</S>	0.3400549	0.20307694	0.13183743	0.22599773	0.099033035
