 	se	nella	nella	pasta	voleva	sale	l	avevo	messo	</S>
a31	0.081347	0.08098277	0.08000684	0.08348742	0.0800916	0.11101917	0.09404294	0.09774746	0.12553734	0.16573757
a39	0.07958017	0.068705484	0.0959401	0.14731592	0.08667443	0.15725051	0.14885171	0.108525395	0.055942304	0.051213972
a31	0.08007791	0.06949586	0.06069891	0.14486156	0.07750826	0.16255403	0.17111574	0.14037634	0.05286181	0.040449593
a14	0.18427834	0.099357784	0.09119987	0.1621581	0.10340095	0.113986686	0.112131536	0.07328726	0.030975256	0.029224344
a41	0.1762223	0.106905974	0.0872365	0.14099476	0.107616894	0.107030146	0.106725454	0.08446173	0.048844717	0.033961587
a33	0.13957115	0.08786328	0.05998007	0.13035038	0.07861917	0.1268598	0.11643781	0.14060758	0.066323705	0.053387057
a20	0.13170919	0.08430752	0.061793607	0.12287738	0.079388864	0.14294165	0.12422584	0.1284363	0.06295038	0.061369237
a31	0.13064194	0.089841984	0.06706029	0.1342418	0.09557141	0.1145957	0.11438802	0.12998721	0.07325954	0.050412077
a10	0.14315772	0.103376865	0.064870425	0.13413543	0.078425966	0.13700595	0.12483951	0.11148404	0.05608917	0.04661493
a31	0.12342835	0.087045275	0.08267419	0.13910742	0.116839916	0.106634095	0.10665358	0.116053484	0.0667672	0.0547965
a46	0.15271226	0.11577044	0.070804186	0.12188161	0.07930705	0.12698264	0.12319463	0.10272242	0.056017842	0.05060695
a31	0.13853556	0.09017807	0.07015554	0.13204278	0.09550516	0.11464675	0.10982448	0.110612616	0.06935005	0.06914896
a39	0.14419106	0.10665236	0.0845948	0.12317048	0.08220775	0.12558055	0.1189606	0.09855339	0.053123996	0.06296503
a28	0.13905683	0.09518892	0.07069146	0.13441154	0.09851365	0.1097741	0.1164785	0.105683565	0.073605165	0.05659633
a21	0.15554948	0.10083485	0.06922377	0.12091589	0.09704611	0.111772835	0.11659286	0.097926304	0.0672452	0.06289273
a24	0.1696036	0.11245517	0.0715063	0.10395359	0.09861107	0.110750325	0.1125137	0.10150172	0.05704253	0.062061995
a46	0.15909325	0.109012544	0.07464679	0.1049233	0.088889346	0.120518714	0.12454267	0.098392665	0.05960305	0.060377717
a20	0.13681827	0.12084715	0.07280708	0.08234432	0.107969	0.116554886	0.12063191	0.13416265	0.05687126	0.050993495
a31	0.122883596	0.09267191	0.073766336	0.12896708	0.07970591	0.12626876	0.12471212	0.12952162	0.066378966	0.055123728
a14	0.16740535	0.10711251	0.07638728	0.13633156	0.08043534	0.119243406	0.120100915	0.08852202	0.057862252	0.04659937
a17	0.15646167	0.10281542	0.06978558	0.117592745	0.087272316	0.10861912	0.12019879	0.11030138	0.07228467	0.054668315
a31	0.1282024	0.12269915	0.07668407	0.08971596	0.11789161	0.11328771	0.11278967	0.12530404	0.05250409	0.060921296
a11	0.14775167	0.108261526	0.090452924	0.14567918	0.08206528	0.114927545	0.11499362	0.08914835	0.053906772	0.052813243
a18	0.15574418	0.111534044	0.07105126	0.10817172	0.08062665	0.105537064	0.11944027	0.10993328	0.07273068	0.06523085
a6	0.11194984	0.10941558	0.078570224	0.10529122	0.11248951	0.13118236	0.11718243	0.10573479	0.05753849	0.07064559
a8	0.08149646	0.07829438	0.065105826	0.1064823	0.07506624	0.18142341	0.14566168	0.08753568	0.076286264	0.1026478
a31	0.08402216	0.07481398	0.055576753	0.11395275	0.06917335	0.19334167	0.16884902	0.08847135	0.06365808	0.08814089
a24	0.13786034	0.11400097	0.110592626	0.1497406	0.09911606	0.10817802	0.111505784	0.0737308	0.049230058	0.046044677
a37	0.099690534	0.094596624	0.08124536	0.11627354	0.087839276	0.13316219	0.11057751	0.08272584	0.067250356	0.12663876
a38	0.103606604	0.08242665	0.063792996	0.15360767	0.06348907	0.15890111	0.14582556	0.090780735	0.06073962	0.07682998
a31	0.10624528	0.08554084	0.06392603	0.14239044	0.068549424	0.15835623	0.14708169	0.084157586	0.057967026	0.08578549
a11	0.15216388	0.11093382	0.08470402	0.14415063	0.0945905	0.11056487	0.121812455	0.07346495	0.059047062	0.04856781
a31	0.10084779	0.088694915	0.07230289	0.116077736	0.07050104	0.13149488	0.11021563	0.07216584	0.068395525	0.16930376
a8	0.1566601	0.109914586	0.078098856	0.1362467	0.09094887	0.117577955	0.13214374	0.07120762	0.057310782	0.04989086
a10	0.11075695	0.11023698	0.088696234	0.09384218	0.10923413	0.10081864	0.089422666	0.09790784	0.09488936	0.10419496
a18	0.101528585	0.09696267	0.076893546	0.08043588	0.0822784	0.09318378	0.09410629	0.092521384	0.10358553	0.17850393
a31	0.102973774	0.100928284	0.089900464	0.097177036	0.09464215	0.0981455	0.0908525	0.091079734	0.09426317	0.14003737
a11	0.14843659	0.111446425	0.08224306	0.12236346	0.07762776	0.1303441	0.13194029	0.07520518	0.055740647	0.06465242
a10	0.10680899	0.102300584	0.08866571	0.097392276	0.08673404	0.088626824	0.08056704	0.09223121	0.09617323	0.16050014
a1	0.11521441	0.10969908	0.08675715	0.101738274	0.09354647	0.108566664	0.099230304	0.0876732	0.07495804	0.12261632
a41	0.11097749	0.108545355	0.092622906	0.09874807	0.09996866	0.099022545	0.09329475	0.09029601	0.0869082	0.119616
a31	0.107895	0.10467251	0.08685756	0.09064981	0.092256166	0.096846744	0.09456142	0.08970711	0.09114385	0.14540987
a8	0.14990868	0.11064921	0.081681825	0.11036828	0.07794837	0.13156185	0.13072821	0.076811396	0.056943025	0.07339908
a31	0.10722006	0.10673905	0.08622652	0.08809218	0.10465362	0.088377185	0.081756815	0.099985585	0.11265397	0.124294944
a37	0.14896005	0.1259971	0.095735975	0.102803044	0.08628729	0.11817665	0.11317725	0.08218863	0.052967746	0.07370627
a8	0.10388391	0.10154021	0.091117546	0.08533998	0.089702755	0.07249486	0.072610594	0.11028919	0.12767924	0.14534172
a39	0.11160087	0.11091266	0.08911441	0.0876609	0.10528189	0.08849499	0.084293894	0.09670938	0.104311906	0.12161915
a31	0.10310289	0.09986193	0.08196227	0.079305016	0.08739602	0.075209595	0.07972452	0.10243978	0.12572004	0.16527791
a39	0.17095251	0.12558402	0.09084491	0.09455614	0.08618103	0.11111992	0.105675764	0.08358394	0.057195783	0.074305914
a35	0.101853274	0.09995036	0.09163782	0.08764341	0.09156218	0.07244822	0.07232298	0.11082624	0.12971653	0.14203906
a31	0.10083981	0.099933885	0.091258995	0.09014317	0.096133225	0.07890099	0.0782368	0.09944478	0.12138605	0.14372231
a41	0.15439261	0.123608604	0.090148166	0.10057796	0.0827979	0.120962195	0.11614471	0.08035721	0.05429207	0.07671854
a13	0.10068589	0.09909398	0.09057842	0.08648845	0.092323974	0.072275504	0.072283566	0.112046294	0.13380237	0.14042163
a35	0.093837254	0.09260423	0.086501256	0.08674671	0.0894904	0.0795421	0.078136005	0.109787956	0.13220708	0.15114701
a31	0.102796145	0.10126195	0.08868662	0.089343674	0.09495031	0.08597098	0.084598735	0.09625096	0.11002636	0.1461142
a20	0.14415725	0.112809025	0.08276748	0.11548009	0.077277735	0.12990144	0.12925197	0.0780289	0.057349477	0.072976634
</S>	0.11013605	0.10625119	0.08895441	0.086649045	0.08695487	0.076296255	0.07509095	0.104549274	0.11596362	0.1491544
