 	il	muro	vuole	uno	specchio	</S>
a46	0.13443212	0.14004523	0.14786422	0.16382338	0.1733455	0.24048951
a31	0.15307115	0.14769128	0.15632212	0.14909627	0.17355919	0.22026007
a24	0.43317428	0.24298294	0.1395117	0.06151858	0.060942568	0.06186989
a37	0.16678205	0.15116799	0.20980376	0.16392459	0.15238494	0.15593663
a18	0.27206346	0.22179088	0.22682838	0.12873709	0.078976445	0.07160379
a20	0.22938874	0.17365015	0.23441452	0.15207253	0.11153614	0.098937996
a41	0.27675423	0.17169335	0.19586751	0.12990941	0.11909968	0.10667579
a31	0.2422774	0.15199871	0.16640402	0.1373658	0.159432	0.14252208
a11	0.2829388	0.14472893	0.1582671	0.14491929	0.14317875	0.1259672
a31	0.28253013	0.15390515	0.1530573	0.16546208	0.13347967	0.11156569
</S>	0.34107545	0.16023284	0.109959565	0.13401264	0.13579787	0.118921615
