 	il	lenzuolo	vuole	lavato	</S>
a31	0.16196822	0.18128076	0.20237178	0.24013673	0.2142425
a7	0.25650066	0.17521282	0.20751727	0.20762454	0.15314469
a31	0.19248465	0.18289696	0.19612272	0.25152135	0.17697437
a0	0.31678313	0.2773385	0.21050824	0.14423917	0.05113095
a17	0.24745925	0.23738347	0.16984738	0.20842272	0.13688716
a13	0.23625776	0.24474393	0.19014211	0.19778998	0.1310662
a31	0.2638626	0.2510368	0.17727624	0.19472218	0.113102175
a17	0.31843492	0.25815833	0.15232013	0.15452231	0.11656429
a8	0.29304698	0.28774378	0.14846307	0.1368217	0.13392441
a31	0.2464634	0.27288866	0.1837932	0.21100642	0.085848294
a24	0.36324233	0.23579842	0.14751974	0.12577741	0.1276621
a46	0.24443513	0.255915	0.20247942	0.23050782	0.066662624
a24	0.22041276	0.23947796	0.1945616	0.25943863	0.08610905
a37	0.1988277	0.21063419	0.21692838	0.27611664	0.09749308
a31	0.21500242	0.22079164	0.21107684	0.2531825	0.099946596
</S>	0.38440955	0.2297243	0.14307217	0.13454759	0.10824629
