 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a23	0.067463525	0.06558031	0.0656697	0.073607504	0.0966963	0.115334526	0.08521752	0.094536036	0.15192406	0.18397054
a31	0.08659194	0.07695952	0.05784528	0.052042216	0.060904443	0.06738302	0.06306693	0.11304399	0.1638667	0.25829604
a28	0.23323084	0.16878486	0.15929821	0.13882087	0.106962055	0.035393197	0.020797636	0.042782918	0.051682815	0.04224662
a31	0.18440758	0.12927781	0.10226254	0.08345989	0.11769033	0.08261464	0.066777565	0.06332945	0.07201374	0.09816639
a29	0.19548355	0.16418146	0.1652343	0.13980101	0.11874741	0.036767587	0.028880432	0.048183728	0.05189256	0.05082802
a39	0.15250349	0.13798843	0.12972365	0.12296656	0.11546345	0.06974493	0.048765067	0.057319213	0.06371537	0.101809815
a31	0.14711486	0.12807478	0.120684765	0.10486316	0.12027264	0.07008862	0.067831226	0.069147296	0.072668746	0.09925393
a39	0.1628928	0.1474959	0.14489283	0.12784077	0.114506334	0.045049384	0.03806563	0.06580274	0.07508386	0.07836979
a41	0.1432267	0.13444005	0.13460442	0.12579007	0.0952352	0.05072952	0.051601447	0.071420945	0.09013826	0.10281344
a10	0.121858954	0.116161875	0.11450037	0.11090552	0.095519155	0.053808372	0.04658881	0.08587335	0.10981135	0.14497216
a31	0.14012945	0.13338868	0.1261996	0.12113792	0.09880096	0.048499268	0.047247127	0.074021414	0.088006236	0.12256935
a18	0.17542313	0.16263056	0.15570772	0.13743314	0.08712849	0.039216883	0.03668091	0.05158941	0.08108934	0.07310035
a31	0.10187357	0.09680527	0.0949066	0.09322342	0.08394634	0.052336797	0.03546127	0.10121353	0.13657223	0.20366105
a3	0.19275966	0.16898814	0.16476996	0.14680126	0.09146433	0.043538705	0.03513793	0.03664024	0.0655064	0.054393478
a18	0.10365975	0.104124084	0.10080001	0.10170771	0.09017348	0.06286023	0.030137036	0.06885741	0.15305595	0.18462433
a31	0.10035618	0.099843055	0.098146394	0.10223101	0.107713625	0.08039414	0.026801635	0.07063792	0.1395483	0.17432775
a23	0.19645374	0.17017548	0.16761619	0.15173393	0.09733219	0.056430195	0.03355526	0.03288797	0.04644318	0.047371864
</S>	0.09000516	0.08946965	0.08824193	0.099569194	0.11947778	0.09403445	0.04376082	0.06943602	0.15782207	0.14818297
