 	la	casa	la	costruirono	i	muratori	</S>
a31	0.13734075	0.1366624	0.13642141	0.13639131	0.13686828	0.15157603	0.16473974
a17	0.19298634	0.14681886	0.16865264	0.17198981	0.11552308	0.10813497	0.09589431
a39	0.2138438	0.1792588	0.14131561	0.17463216	0.1127605	0.08658309	0.091605954
a3	0.29930007	0.17520654	0.14494926	0.14402333	0.08673926	0.09951493	0.050266627
a35	0.27214858	0.19024388	0.13039067	0.12316547	0.11796783	0.083971515	0.082112
a31	0.26856783	0.19668914	0.12461475	0.10857013	0.12070064	0.078574985	0.10228251
a24	0.2911199	0.20690647	0.122452244	0.12199902	0.08952181	0.082733326	0.08526715
a31	0.20932648	0.13741405	0.13083361	0.1403194	0.14560221	0.11162136	0.12488288
a39	0.28975308	0.21641153	0.12919308	0.09619934	0.101144776	0.07230429	0.09499389
a31	0.19081096	0.1388689	0.1342621	0.13062583	0.15839374	0.11922052	0.1278179
a24	0.3068842	0.23240452	0.12954953	0.08926023	0.08711292	0.07134386	0.08344464
a31	0.1979626	0.14458707	0.12790027	0.121736035	0.15496874	0.10734289	0.14550239
a28	0.3072566	0.23034053	0.13625042	0.089252606	0.08330626	0.07299234	0.08060126
a45	0.19755411	0.150734	0.12551205	0.11614886	0.15653074	0.108245045	0.14527519
a31	0.26719773	0.17944805	0.123036325	0.09880967	0.096619226	0.088570744	0.14631824
a20	0.28081882	0.21401049	0.15298349	0.08985395	0.09953513	0.06963754	0.09316056
a31	0.22152749	0.16727741	0.122482166	0.11827822	0.13797627	0.1067149	0.12574351
a8	0.30256417	0.23363498	0.15155149	0.08779088	0.07656875	0.071163826	0.076726
a31	0.2692222	0.18237908	0.12013503	0.10187411	0.09963526	0.09180666	0.13494772
a20	0.28315938	0.21632175	0.15406658	0.089359336	0.08625018	0.06890645	0.10193631
a18	0.25354442	0.18115248	0.124948844	0.110032044	0.106329255	0.10042623	0.12356671
a31	0.29436263	0.18644534	0.12021453	0.09492497	0.08621581	0.084382385	0.13345425
a11	0.2926524	0.22036053	0.15176868	0.0895691	0.07779413	0.07060008	0.09725506
a27	0.27112308	0.19224982	0.128829	0.10698116	0.08743846	0.09684525	0.116533235
a31	0.29869804	0.2676215	0.15060247	0.08981334	0.052332252	0.062319007	0.07861337
a0	0.28088716	0.20470905	0.14410795	0.0928077	0.09151416	0.074665	0.11130893
a31	0.30328056	0.26140139	0.15848906	0.0948841	0.048743453	0.06550155	0.0677
a18	0.28424186	0.20240419	0.13913226	0.095302455	0.08959008	0.07734579	0.11198345
a31	0.2929913	0.26480982	0.17498124	0.10094891	0.04774765	0.06512946	0.053391673
a46	0.28579333	0.20532414	0.1418147	0.09643103	0.08149531	0.07611552	0.11302592
a14	0.2677813	0.26405174	0.19647272	0.11990423	0.048321214	0.06390914	0.039559755
a8	0.21490982	0.21154416	0.20274204	0.13968116	0.07802173	0.07218879	0.08091235
a31	0.21353279	0.21481518	0.19438733	0.15739514	0.08135153	0.08692278	0.051595237
</S>	0.24731703	0.20678778	0.15547869	0.102675736	0.08431239	0.07637267	0.1270557
