 	il	ladro	è	entrato	da	qui	</S>
a31	0.13154039	0.14125611	0.15094605	0.1498107	0.13663255	0.13508132	0.1547329
a17	0.23561531	0.1307124	0.12258656	0.21339613	0.13736065	0.087541506	0.07278749
a37	0.10926235	0.063544415	0.08876133	0.16761856	0.13532944	0.2550904	0.18039353
a35	0.194813	0.10757448	0.13051291	0.17607999	0.11562914	0.15278697	0.122603565
a18	0.123361215	0.07854051	0.10584662	0.12137201	0.15028018	0.2272106	0.19338888
a31	0.1851711	0.09814389	0.13655666	0.15257542	0.13604704	0.15195934	0.13954657
a24	0.20844734	0.14772108	0.15185802	0.10996652	0.09268004	0.14923961	0.14008746
a31	0.16112861	0.079100095	0.0940254	0.119036645	0.14186282	0.20839219	0.1964542
a16	0.19157983	0.11980645	0.15476929	0.13639607	0.10645566	0.14810136	0.14289132
a31	0.16130953	0.08301506	0.089438014	0.10984229	0.14115395	0.2175648	0.19767632
a46	0.19100817	0.09942495	0.13686234	0.15992782	0.12400991	0.14589235	0.1428744
a31	0.16516672	0.092200354	0.08443506	0.09068249	0.13055661	0.2329052	0.20405358
a46	0.28470007	0.09626847	0.083476424	0.15325685	0.12897706	0.13048545	0.12283564
a31	0.2455031	0.111261524	0.104956225	0.12185337	0.09569141	0.16261613	0.15811826
a35	0.32663673	0.10708102	0.08161385	0.16583616	0.09183129	0.11762943	0.10937146
a31	0.27421764	0.13362451	0.12592447	0.19418795	0.09269937	0.08621265	0.093133405
a8	0.31565824	0.11010692	0.09134506	0.17098293	0.09417348	0.11119711	0.106536195
a31	0.25078183	0.15110084	0.13466898	0.20474166	0.102253154	0.08332	0.07313354
</S>	0.30320114	0.1087248	0.10781712	0.17215222	0.09718518	0.10253394	0.108385645
