 	questa	canzone	venne	scritta	molti	anni	fa	da	un	nostro	poeta	</S>
a31	0.06611968	0.06596227	0.065567315	0.06542686	0.06556556	0.06636555	0.07196114	0.068856366	0.07320179	0.11964931	0.12494219	0.14638194
a11	0.10998414	0.090238154	0.066276275	0.06449135	0.06931423	0.09783536	0.11584623	0.09267883	0.0765006	0.052507598	0.07739414	0.0869331
a15	0.11192867	0.1034893	0.08409827	0.07520714	0.07100996	0.09481894	0.12384243	0.08702087	0.0595371	0.058232207	0.06776207	0.06305304
a11	0.10611997	0.1161373	0.08175613	0.075196825	0.07572932	0.10552952	0.14489712	0.08617109	0.047807302	0.052427143	0.055770095	0.05245821
a13	0.14884767	0.09633	0.07001816	0.0799905	0.08463004	0.09317064	0.10631762	0.07977133	0.0636727	0.06999022	0.057814796	0.04944621
a7	0.14946751	0.13310984	0.0917759	0.08160393	0.076476276	0.08629672	0.10788547	0.07114421	0.047238927	0.05823481	0.0497731	0.046993304
a18	0.14413647	0.14269412	0.107900344	0.09306324	0.074127644	0.081485614	0.09059229	0.06350367	0.041915033	0.058084466	0.049460527	0.053036626
a31	0.14927891	0.1238868	0.08518777	0.076005906	0.06973369	0.0829747	0.10835809	0.07849426	0.052273788	0.056531902	0.060088675	0.057185505
a11	0.15793897	0.13058898	0.08081911	0.06947317	0.06519912	0.08136631	0.11566674	0.07828863	0.0563963	0.046202146	0.053273566	0.064786926
a39	0.1241707	0.08857007	0.07568921	0.0796727	0.08964165	0.10355281	0.107672036	0.08712042	0.06391108	0.066377215	0.06668036	0.046941724
a31	0.15838304	0.11890712	0.08780593	0.0837501	0.08179596	0.08460174	0.09399752	0.06964665	0.05268553	0.058302235	0.05123634	0.058887813
a11	0.16887215	0.15693519	0.099888034	0.08172034	0.06715975	0.071539536	0.08675495	0.061027534	0.04533871	0.04905269	0.04462002	0.06709109
a18	0.11948086	0.09436158	0.08012282	0.08150518	0.086794965	0.09774074	0.10890027	0.08475781	0.062689364	0.06292531	0.06422286	0.05649813
a15	0.1535939	0.1258846	0.090973936	0.08775663	0.089049295	0.09017029	0.08570209	0.059246074	0.047527734	0.058865044	0.046633076	0.064597316
a31	0.15788376	0.13744837	0.09661178	0.089403845	0.088788085	0.09035934	0.08023522	0.052996323	0.04046269	0.05932153	0.0449165	0.061572544
a11	0.17350008	0.15056387	0.096852854	0.079129115	0.064802006	0.069752775	0.084062085	0.06335982	0.051398315	0.04719735	0.048501402	0.07088034
a35	0.11173869	0.097069226	0.082807295	0.08361274	0.0867421	0.09543007	0.10828605	0.08318061	0.06359814	0.06282856	0.062242158	0.062464256
a8	0.1537035	0.13016906	0.08962946	0.08724916	0.09684473	0.09812165	0.07363637	0.05155094	0.046240646	0.056287352	0.04534911	0.071217954
a31	0.13987133	0.12843747	0.09108788	0.0868042	0.09757039	0.100963056	0.07780849	0.052032545	0.046864018	0.055258863	0.045538444	0.07776327
