 	non	ha	mangiato	mai	un	rustico	</S>
a31	0.13358986	0.13171498	0.13105239	0.13815562	0.14318153	0.13771059	0.18459505
a24	0.18841815	0.19107723	0.18753374	0.16827016	0.1204372	0.08730556	0.05695798
a31	0.17295717	0.18484144	0.17569327	0.18178405	0.11314215	0.09143022	0.08015167
a0	0.22654681	0.24579974	0.20046292	0.14057198	0.084518716	0.055447403	0.04665245
a31	0.21337548	0.19665895	0.17231576	0.12638237	0.1315103	0.09407767	0.065679476
a17	0.22417802	0.22189623	0.18981321	0.15330489	0.08790583	0.06926128	0.053640552
a13	0.19569892	0.16441883	0.14781137	0.12684771	0.1549481	0.12235137	0.08792364
a31	0.23143886	0.18030055	0.14437918	0.10754074	0.12147385	0.112650216	0.10221656
a20	0.23689015	0.21815415	0.1781862	0.14968088	0.07988588	0.07622112	0.060981616
a31	0.17573765	0.154335	0.149306	0.13041021	0.15770175	0.13675494	0.095754385
a23	0.23226152	0.21710405	0.17988376	0.14775892	0.080541834	0.08085182	0.06159817
a8	0.21208817	0.17174686	0.1491878	0.11465517	0.12900539	0.12922107	0.09409555
a20	0.25588152	0.23578714	0.18756372	0.15503778	0.04938809	0.048524484	0.067817375
a31	0.20971279	0.20149012	0.19120283	0.17399865	0.088174224	0.058991104	0.07643022
</S>	0.25978214	0.20162079	0.17604549	0.13034609	0.07453859	0.077602565	0.08006433
