 	puoi	non	parlare	di	questo	con	Anna	</S>
a31	0.08758996	0.087243594	0.08769182	0.10367199	0.14814767	0.15794131	0.11406208	0.21365158
a20	0.09067466	0.08224137	0.12846045	0.17229371	0.23641394	0.18613018	0.06389309	0.039892647
a11	0.06725787	0.06413721	0.13682005	0.19884275	0.23622759	0.17363444	0.079525724	0.04355441
a10	0.10866325	0.10779951	0.17098105	0.21223724	0.17210665	0.12445284	0.06673144	0.03702804
a39	0.11812978	0.10886954	0.19044563	0.21391481	0.15127055	0.10819058	0.06364482	0.045534287
a7	0.12148202	0.101379156	0.17343773	0.18871558	0.18839543	0.12063277	0.063531175	0.0424262
a37	0.0705803	0.066687174	0.14857154	0.17677961	0.24468051	0.17922613	0.06553415	0.047940508
a8	0.14228524	0.11046077	0.15640743	0.17351085	0.19418275	0.11592511	0.06575929	0.041468564
a18	0.06931612	0.06750946	0.15376058	0.18378669	0.2187047	0.17637098	0.07242766	0.058123883
a46	0.11333463	0.09504241	0.1574041	0.16046968	0.1979892	0.14142147	0.0825405	0.05179799
a31	0.06982758	0.06629237	0.17821595	0.17976208	0.1999036	0.1497703	0.08784807	0.06838008
a18	0.1851959	0.108455464	0.15820457	0.18164231	0.14951496	0.10287398	0.06313988	0.050973013
a24	0.11925863	0.09579716	0.14078124	0.14601491	0.18776737	0.16455357	0.08469603	0.061131153
a28	0.09904792	0.08187678	0.15071784	0.15422562	0.18143249	0.16495164	0.09361145	0.07413633
a31	0.10647521	0.08758267	0.17678395	0.15259837	0.16061068	0.13676572	0.10704382	0.07213964
a20	0.17446238	0.09888221	0.16508225	0.18324018	0.14226294	0.11237618	0.06558845	0.05810538
a31	0.1255894	0.09878865	0.12947044	0.14916736	0.16381516	0.1543526	0.107538685	0.071277715
a3	0.21590963	0.11091271	0.12999935	0.15468697	0.15544537	0.12197561	0.06285828	0.048212126
a31	0.13488689	0.11080775	0.08737348	0.10968394	0.18672177	0.19431172	0.09031816	0.08589633
a20	0.23659398	0.1303209	0.10940075	0.13742529	0.14702873	0.12552343	0.06940208	0.04430488
a31	0.1682781	0.13868906	0.07175283	0.102604136	0.16525197	0.1807841	0.10168078	0.07095897
</S>	0.24574158	0.13551618	0.08987093	0.13347854	0.13962175	0.12590723	0.08158739	0.048276428
