 	avete	cucinato	le	verdure	</S>
a39	0.2091626	0.21099684	0.21781898	0.17598721	0.1860344
a31	0.25064552	0.14275825	0.21337336	0.1846089	0.20861389
a35	0.31952223	0.17391415	0.21208777	0.18881337	0.10566245
a31	0.14121181	0.11877435	0.16872343	0.2771737	0.29411668
a20	0.2678811	0.1833357	0.24369946	0.19111368	0.1139701
a31	0.22829145	0.15755454	0.20743413	0.20262049	0.20409943
a20	0.2481178	0.17201427	0.20200285	0.23268887	0.14517611
a39	0.26462656	0.17334147	0.18146476	0.179573	0.20099421
a28	0.3195052	0.17293286	0.19071136	0.12884127	0.1880093
a31	0.36582464	0.1666188	0.20773607	0.10609453	0.1537259
</S>	0.35264182	0.15500548	0.15171848	0.14641948	0.1942147
