 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
a31	0.06561361	0.06371456	0.06572393	0.099924766	0.117274754	0.13238639	0.14269765	0.15695319	0.15571116
a46	0.08879264	0.07521555	0.114417955	0.2853263	0.099640384	0.09235191	0.098168194	0.10142979	0.044657238
a31	0.04858136	0.0435983	0.07494656	0.19958691	0.08102127	0.107580386	0.1520965	0.21240142	0.08018722
a27	0.1785429	0.13524589	0.10192019	0.29758766	0.06706172	0.051253036	0.05841506	0.074258834	0.035714697
a41	0.07176405	0.063966334	0.08750093	0.39756805	0.075559996	0.069194384	0.08211733	0.1043917	0.047937218
a1	0.09210245	0.07948429	0.13268214	0.39705858	0.086957924	0.05510625	0.051298678	0.06873639	0.036573272
a21	0.0899546	0.075704455	0.10363292	0.4233976	0.09280272	0.06192415	0.052336387	0.057271637	0.04297558
a31	0.0797977	0.068639435	0.095295586	0.40440372	0.09665723	0.072810896	0.064502515	0.06915329	0.04873951
a13	0.12650856	0.08717887	0.104001045	0.3261441	0.09716885	0.06310345	0.06680504	0.085555285	0.043534715
a31	0.10444816	0.08430153	0.07130655	0.33141193	0.10566149	0.08408301	0.08128814	0.076984845	0.060514305
a41	0.115851715	0.07903091	0.078846395	0.34455746	0.10916736	0.07407247	0.07248854	0.08345746	0.042527657
a35	0.12345711	0.08603413	0.07336008	0.28391507	0.116637416	0.090827145	0.08025493	0.07787847	0.06763567
a31	0.08845386	0.082174875	0.06784506	0.33132637	0.06920147	0.06591134	0.095578305	0.11901123	0.0804975
a14	0.13234335	0.08723502	0.08163542	0.29042482	0.1191149	0.08197556	0.07849428	0.08192348	0.046853177
a28	0.11282196	0.0861838	0.05959243	0.2806875	0.10774757	0.09610281	0.10215299	0.098010615	0.056700375
a31	0.0893101	0.07987014	0.056879915	0.26957804	0.06183044	0.079427876	0.12229382	0.14007497	0.10073469
a0	0.14694622	0.092716426	0.06981728	0.2587358	0.11500793	0.08075688	0.08912436	0.090018325	0.05687673
a31	0.098363586	0.09247159	0.06454036	0.13727969	0.074535824	0.107257254	0.13587418	0.16813053	0.12154693
a46	0.16706665	0.10728272	0.07057037	0.20055743	0.10120736	0.08491205	0.09298141	0.08846048	0.086961605
a17	0.09002667	0.08780935	0.068788394	0.09513619	0.09191161	0.123658046	0.15154758	0.18585178	0.10527032
</S>	0.062396877	0.061351348	0.058381032	0.083558194	0.11823513	0.14174297	0.1569643	0.17015445	0.14721574
