 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a10	0.058297608	0.063202314	0.07505608	0.095420115	0.10333362	0.12517123	0.13663355	0.18153138	0.16135411
a15	0.04025663	0.08552267	0.040580466	0.040902514	0.08075316	0.13119307	0.18351457	0.22541296	0.17186405
a31	0.07623	0.11701916	0.14413495	0.06797201	0.104407005	0.099984474	0.1233121	0.13417695	0.13276328
a21	0.21471013	0.3431432	0.19623896	0.09379537	0.033899013	0.026631821	0.030539475	0.03619657	0.024845505
a31	0.12944211	0.17358716	0.16020134	0.07786471	0.098497525	0.08238827	0.087653644	0.095439896	0.09492536
a8	0.1894654	0.30211505	0.22960733	0.10089676	0.03678939	0.029472372	0.034224156	0.044671237	0.032758277
a31	0.12965827	0.17386407	0.16400087	0.07740348	0.08275333	0.07108788	0.08249541	0.110668436	0.108068205
a20	0.16851707	0.34736198	0.19757107	0.09958053	0.047180604	0.033400785	0.03711468	0.038600404	0.03067285
a39	0.14983244	0.26403213	0.17331748	0.080186345	0.07818092	0.056746285	0.06366558	0.07392685	0.060111947
a20	0.14467572	0.23860551	0.18549736	0.08197925	0.07855367	0.063494384	0.062542565	0.07627682	0.06837467
a46	0.14413606	0.22158746	0.17751178	0.07594566	0.07806564	0.07072526	0.06957343	0.08193667	0.08051806
a31	0.09706368	0.16325542	0.1514225	0.091625735	0.04677595	0.058524936	0.10052492	0.16187857	0.12892829
a39	0.1984311	0.20852962	0.17246981	0.11160058	0.086020015	0.061189923	0.056169484	0.052123986	0.05346547
a31	0.09862839	0.15046917	0.108905405	0.09368848	0.04769265	0.07385767	0.10761651	0.17317174	0.14596993
a20	0.20630835	0.1776198	0.16525422	0.11585655	0.07722458	0.061467648	0.06357153	0.062246658	0.07045058
a31	0.097111434	0.12781358	0.10956678	0.11200052	0.06274193	0.087938435	0.110601194	0.15595353	0.13627264
a46	0.19438377	0.16167854	0.15672946	0.10891529	0.07076357	0.06373308	0.06658311	0.082929656	0.09428355
a31	0.092005245	0.09785129	0.11726295	0.14620592	0.08491008	0.104990914	0.12899125	0.112197496	0.115584895
a46	0.16799052	0.1508584	0.15655912	0.107219435	0.06200508	0.066916645	0.07945791	0.10320132	0.10579156
</S>	0.081769064	0.0855268	0.12381463	0.14086166	0.09391815	0.10879951	0.13091269	0.11394161	0.12045584
