 	non	ti	dimentichiamo	mai	</S>
a8	0.20686127	0.2728146	0.18866497	0.15420735	0.17745179
a31	0.25366914	0.17689797	0.20951557	0.17295447	0.1869628
a20	0.3963943	0.20622605	0.18250304	0.12274623	0.092130356
a31	0.2932603	0.17823596	0.2004467	0.15702619	0.17103088
a13	0.3394585	0.22194408	0.16445938	0.15469182	0.11944616
a31	0.30248204	0.23677063	0.13747394	0.14996348	0.17330994
a13	0.3033195	0.22252893	0.16635314	0.1682096	0.13958879
a1	0.26313367	0.253518	0.1618103	0.16178007	0.15975791
a31	0.2549921	0.20717314	0.16685939	0.17534041	0.1956349
a41	0.27288452	0.2339735	0.15105966	0.16963346	0.17244881
a15	0.24367245	0.22784157	0.14515279	0.19304927	0.19028392
a13	0.32152292	0.25031403	0.11446785	0.14189212	0.17180316
a31	0.3550545	0.26707214	0.099974886	0.12653686	0.15136164
a11	0.28162685	0.20725816	0.14932264	0.17915674	0.18263559
a31	0.33132017	0.22418824	0.10329544	0.15588778	0.18530838
a46	0.28958786	0.22086485	0.121133685	0.18533276	0.18308084
a31	0.373886	0.31208143	0.096180215	0.08088411	0.13696818
a46	0.3799318	0.21017312	0.12811902	0.1232719	0.15850416
a31	0.37903097	0.39604452	0.08838735	0.062165495	0.07437168
</S>	0.39948338	0.20998664	0.1290248	0.10687912	0.154626
