 	sembra	che	il	ladro	è	entrato	da	qui	</S>
a31	0.07101308	0.07142388	0.07571898	0.07670026	0.10492746	0.14068037	0.13881901	0.15589324	0.16482379
a28	0.112365834	0.16031185	0.14535391	0.06903823	0.08412424	0.14073518	0.09795532	0.09939421	0.09072124
a37	0.08515216	0.10511977	0.08353472	0.07632913	0.07835615	0.14594983	0.09602394	0.16824065	0.16129363
a31	0.12874857	0.18861999	0.117239274	0.12814686	0.0872937	0.06698351	0.05964715	0.11896208	0.10435889
a11	0.1548853	0.19774532	0.15613846	0.12172345	0.05976239	0.060394906	0.051196303	0.112993136	0.08516074
a31	0.11652667	0.16652589	0.12234748	0.119193345	0.09848339	0.10564825	0.0654571	0.10924666	0.09657117
a20	0.15758246	0.19199057	0.15698765	0.12462111	0.07056594	0.05920776	0.05212319	0.1021198	0.08480154
a31	0.13526984	0.15418467	0.14118233	0.12743884	0.10669452	0.08720241	0.067007	0.09377306	0.08724733
a39	0.14485845	0.16547807	0.1514917	0.1284831	0.09248504	0.072265916	0.060376666	0.09765337	0.08690773
a31	0.12665817	0.15250848	0.16020001	0.12706959	0.11413	0.102570176	0.075713016	0.07201017	0.06914037
a13	0.115840025	0.1535232	0.13522078	0.12894703	0.11622316	0.10799019	0.07594035	0.08631447	0.08000076
a31	0.099259324	0.12892653	0.122733146	0.12571399	0.124895304	0.12127146	0.10420969	0.083910435	0.08908012
a13	0.09963982	0.1760516	0.12950836	0.11398393	0.11507872	0.12853152	0.08728285	0.0768266	0.07309666
a31	0.09343827	0.13153486	0.115577586	0.11597695	0.122761615	0.12195178	0.109794006	0.09196644	0.096998475
a39	0.097922444	0.19166368	0.13239375	0.09845943	0.112696394	0.11356228	0.096382916	0.07987367	0.07704553
a11	0.09317145	0.16606238	0.12172726	0.096356586	0.11503644	0.12867676	0.10082332	0.08687062	0.09127515
a46	0.08147975	0.12504928	0.09630492	0.057263035	0.07281503	0.14041078	0.10106946	0.16128603	0.16432165
a18	0.1030951	0.12594074	0.109491944	0.056742	0.05883479	0.15859497	0.089697346	0.13678361	0.16081947
a31	0.08533267	0.10522498	0.10099863	0.03985565	0.050172333	0.15168266	0.1138211	0.16071165	0.19220026
a39	0.10656934	0.19414781	0.13941844	0.05637099	0.07859824	0.1161299	0.08594559	0.10737919	0.115440555
a18	0.08206604	0.11878929	0.11234988	0.041740663	0.061036564	0.1641712	0.121566854	0.14673972	0.15153976
a46	0.08483995	0.12097998	0.10998613	0.043549456	0.0545572	0.18172576	0.12199232	0.13726512	0.14510414
a31	0.086668484	0.11955303	0.109608494	0.043567237	0.05148314	0.17941213	0.12548105	0.13949771	0.14472866
</S>	0.112017274	0.18721586	0.13787425	0.055422314	0.0737937	0.116483256	0.08538921	0.10920579	0.12259842
