 	quando	divento	vecchio	vendo	mia	casa	e	vado	a	vivere	al	mare	</S>
a31	0.05568631	0.055720896	0.055608943	0.05582005	0.055695757	0.055633217	0.055688873	0.05581708	0.05633282	0.05206845	0.10759113	0.18688816	0.15144831
a39	0.09861422	0.076441064	0.07858992	0.13436396	0.11890117	0.08722564	0.06518698	0.048140932	0.04301935	0.039209418	0.062995456	0.07412588	0.07318603
a31	0.0991143	0.050265566	0.07183629	0.15270345	0.1253415	0.09563023	0.05129572	0.03928469	0.03824864	0.03451963	0.06112341	0.10150948	0.07912715
a18	0.18765925	0.062083	0.11913747	0.09934541	0.0951608	0.09514573	0.061198857	0.055556558	0.039432008	0.044542525	0.045291964	0.05270335	0.04274314
a37	0.14649066	0.055874508	0.095356464	0.12929061	0.12663144	0.10144787	0.06720108	0.05614332	0.043085165	0.0364351	0.048637766	0.055520892	0.03788512
a11	0.15535125	0.06614292	0.13206084	0.09323229	0.106170975	0.096078604	0.06602252	0.063960575	0.045391675	0.04582057	0.049846992	0.045453344	0.034467448
a18	0.17079815	0.05943243	0.11603661	0.09636903	0.1051069	0.109466754	0.06987922	0.061444998	0.04951818	0.048022673	0.04114927	0.043708406	0.029067393
a31	0.15305744	0.058520064	0.10226988	0.08193134	0.107647054	0.10033062	0.08041782	0.048987873	0.052359834	0.04699354	0.057410073	0.06666953	0.043404933
a18	0.14453845	0.048138887	0.08420583	0.10590793	0.12014597	0.098087035	0.06279803	0.037787482	0.042422764	0.041004222	0.07440631	0.085236706	0.055320367
a46	0.10889276	0.062527545	0.10004477	0.095060125	0.106970705	0.10605641	0.07856792	0.05008565	0.06816066	0.06771345	0.062387273	0.05385473	0.03967803
a31	0.12395812	0.059782676	0.08534966	0.06706413	0.100074396	0.10165744	0.08096123	0.045727815	0.06261795	0.060443148	0.0697176	0.081748106	0.060897727
a46	0.15897931	0.05543973	0.09378694	0.091437474	0.124836236	0.09901345	0.057196647	0.041933343	0.04051185	0.038005266	0.05762324	0.08844396	0.052792575
a31	0.10009327	0.058254775	0.07949227	0.087370016	0.10349664	0.10173601	0.07749445	0.044470113	0.06980918	0.0693396	0.07477993	0.07659286	0.05707083
