 	dovevo	comprare	pane	ogni	giorno	</S>
a8	0.13305117	0.13250248	0.15512115	0.15350588	0.19261803	0.23320125
a31	0.16353135	0.14643525	0.10527645	0.19627927	0.16177894	0.2266988
a24	0.4134623	0.27232575	0.13278042	0.07417055	0.04915869	0.058102254
a37	0.20502988	0.16936563	0.09950866	0.22254574	0.14063795	0.16291218
a14	0.37096775	0.262036	0.09185815	0.122546986	0.08240247	0.070188634
a29	0.3746476	0.2522235	0.08499663	0.12526897	0.08342746	0.079435915
a0	0.3399185	0.2098896	0.081185676	0.15668547	0.11082109	0.10149966
a29	0.24311097	0.17535953	0.072496876	0.19883503	0.14706601	0.16313161
a20	0.3763651	0.21702641	0.07286863	0.1376335	0.10522463	0.09088171
a31	0.3561881	0.17665583	0.08140147	0.1553546	0.12675054	0.10364954
a24	0.2550182	0.1528831	0.15478794	0.1773589	0.11886258	0.1410893
a46	0.24633531	0.16977821	0.0686135	0.192835	0.1343364	0.18810156
a31	0.22758746	0.17975082	0.07242146	0.19062042	0.128265	0.20135479
a0	0.28821546	0.19297346	0.11843136	0.15530615	0.13581212	0.10926145
a20	0.19720635	0.19530164	0.10856738	0.120965	0.12577918	0.2521805
a31	0.24670403	0.22193305	0.091064215	0.123543836	0.11423745	0.20251742
a46	0.28922495	0.19672784	0.11405059	0.13941316	0.13485262	0.12573086
</S>	0.2020734	0.20710573	0.12970285	0.11762088	0.13538882	0.20810829
