 	quella	famiglia	non	ha	da	mangiare	</S>
a20	0.0581854	0.06595177	0.13284378	0.18134394	0.18293397	0.19270673	0.1860344
a31	0.04055321	0.058863547	0.12889124	0.20387378	0.19824219	0.20296964	0.16660641
a37	0.1213401	0.14326374	0.09517402	0.12702551	0.123056844	0.21706781	0.173072
a31	0.069719374	0.08387406	0.12705985	0.1973211	0.16869202	0.19024439	0.16308913
a13	0.06628005	0.06640298	0.08955941	0.17511038	0.18265384	0.20800194	0.2119914
a31	0.061154254	0.06654109	0.119444065	0.15487768	0.14165534	0.2130842	0.24324344
a43	0.06301117	0.060037795	0.09840619	0.18128695	0.18274362	0.20455775	0.2099565
a31	0.060313705	0.061741397	0.1101879	0.14591718	0.13808219	0.21597092	0.2677867
a20	0.06029157	0.05854898	0.084434696	0.17188269	0.17707404	0.224243	0.223525
a31	0.05393702	0.050969824	0.060378235	0.12762447	0.15328737	0.27843782	0.27536526
a11	0.045602325	0.047778293	0.08445643	0.13892661	0.14675483	0.2582916	0.2781899
a31	0.0551043	0.05306736	0.05930863	0.10968849	0.14099398	0.28287336	0.29896387
a30	0.043906774	0.046346575	0.10149752	0.14212532	0.14500624	0.24328911	0.27782848
a31	0.05453139	0.05374088	0.06976507	0.120482035	0.14640671	0.25740457	0.29766938
a42	0.045673504	0.04798911	0.1163574	0.14856121	0.15055087	0.223384	0.2674839
a20	0.06518942	0.063765235	0.1369565	0.16856039	0.17295198	0.19115424	0.2014222
a31	0.05871456	0.05474031	0.13262497	0.17039424	0.17078038	0.20474331	0.20800224
a20	0.056616113	0.05844143	0.13256502	0.15100561	0.15482384	0.20332769	0.24322036
</S>	0.059009593	0.05769435	0.13584591	0.17573088	0.18216778	0.19672267	0.19282873
