 	prima	di	andare	alla	scuola	</S>
a7	0.050145056	0.055457532	0.15901856	0.25371417	0.27953103	0.20213369
a11	0.25017574	0.18032233	0.15600984	0.102611445	0.1410796	0.169801
a43	0.25124505	0.18372077	0.15015817	0.09823047	0.15243249	0.16421312
a20	0.15749289	0.14466633	0.13651572	0.15030615	0.20229448	0.20872447
a31	0.17782928	0.14059032	0.1263458	0.12743427	0.15611343	0.2716869
a20	0.15395978	0.17351802	0.1897812	0.12818316	0.15772836	0.19682944
a31	0.0761236	0.09301529	0.14982328	0.15770824	0.22480625	0.2985233
a20	0.08005752	0.096046485	0.15195788	0.16677396	0.21083187	0.29433239
a31	0.06320277	0.06480815	0.13529569	0.20440702	0.2584711	0.27381524
a20	0.06441552	0.0557522	0.11160771	0.16842759	0.25625098	0.34354597
a31	0.07562334	0.082452975	0.12397311	0.21837029	0.28118184	0.21839847
</S>	0.06791314	0.058489677	0.08649182	0.17479616	0.2808083	0.33150092
