 	possono	essere	ancora	svegli	</S>
a31	0.14566982	0.17042477	0.22599463	0.21977125	0.23813958
a20	0.40849718	0.13334906	0.21325384	0.14326182	0.10163797
a23	0.2718088	0.14734592	0.28209135	0.15276735	0.14598659
a31	0.22230811	0.15087567	0.24656506	0.20537049	0.17488056
a20	0.24608064	0.18912186	0.28299168	0.15904498	0.12276084
a11	0.18008876	0.18467459	0.30959737	0.16906293	0.15657634
a20	0.18189844	0.16419297	0.29441166	0.19705702	0.16243985
a31	0.19487117	0.16226329	0.31422055	0.17535491	0.15329008
a37	0.1904086	0.16066587	0.29357743	0.19046438	0.16488372
a31	0.22673637	0.19787282	0.2705316	0.1677374	0.13712183
a11	0.16554551	0.1894094	0.31918743	0.1694487	0.1564089
a46	0.17514355	0.19452116	0.23366497	0.20720227	0.1894681
a31	0.17306717	0.20877491	0.29159254	0.12961066	0.19695474
a46	0.20365447	0.16988516	0.26552147	0.20789902	0.15303992
a31	0.16887793	0.1651803	0.24599536	0.18595943	0.23398699
a20	0.18385999	0.15720728	0.2614315	0.20749502	0.19000621
a28	0.15602411	0.18260796	0.23958074	0.20087261	0.22091454
</S>	0.16299833	0.16796172	0.25881588	0.2182663	0.1919578
