 	non	avete	mangiato	mai	un	rustico	</S>
a23	0.13716021	0.13396633	0.13259472	0.13124228	0.12519789	0.13587432	0.20396422
a31	0.133253	0.12027884	0.09672811	0.14238194	0.16701746	0.19564706	0.1446936
a29	0.3602867	0.23192957	0.13015546	0.116187185	0.06122836	0.05632017	0.043892644
a24	0.19118667	0.14105423	0.15132606	0.22135514	0.12998906	0.100930974	0.064157784
a18	0.18691751	0.14567913	0.15812302	0.17498372	0.13523437	0.11576059	0.0833017
a31	0.22570565	0.17065239	0.17417702	0.14634974	0.1136312	0.09918898	0.07029507
a13	0.2719893	0.1584619	0.15236852	0.1479692	0.10410806	0.08958739	0.075515665
a11	0.23349051	0.21658726	0.14555927	0.12774216	0.1067499	0.094283305	0.07558765
a8	0.2519697	0.1966005	0.13657504	0.13279404	0.104152806	0.097012386	0.08089554
a31	0.18153015	0.15511987	0.14002256	0.13221617	0.1378764	0.1328885	0.12034633
a24	0.2588923	0.19064012	0.1694778	0.14184417	0.0945075	0.08541141	0.059226733
a31	0.23686385	0.20028232	0.1268422	0.11497433	0.11173676	0.10814486	0.10115568
a39	0.2853346	0.20460284	0.12344812	0.11389327	0.106321424	0.095926784	0.07047302
a20	0.24832843	0.17826374	0.118738376	0.11012889	0.12489534	0.11879034	0.10085495
a31	0.2751317	0.23963018	0.12407934	0.08688079	0.09513187	0.091598	0.087548144
a20	0.28067315	0.19942091	0.13382237	0.11466217	0.10309303	0.09735864	0.07096968
a31	0.28174236	0.22785458	0.11760022	0.08140456	0.099635765	0.097511046	0.094251506
a46	0.2873535	0.20176803	0.1332787	0.10002039	0.10156929	0.09887039	0.07713969
a31	0.28893542	0.26889068	0.15140311	0.093949586	0.06131207	0.058118746	0.07739042
a23	0.240576	0.18734545	0.15007101	0.10159227	0.115770236	0.11037959	0.09426538
a31	0.28379014	0.2753809	0.16741423	0.11329232	0.05434542	0.047450546	0.05832651
a46	0.23275816	0.18845837	0.15230335	0.102870956	0.11509999	0.10977764	0.098731555
a8	0.26795626	0.26467764	0.17836572	0.13004407	0.055412143	0.049067065	0.05447714
a31	0.22307983	0.22050712	0.17763582	0.15732488	0.07126715	0.07171685	0.07846844
a38	0.21445641	0.19005692	0.16591993	0.1106292	0.11048829	0.102679625	0.10576969
a20	0.20374265	0.18907498	0.17186463	0.15682493	0.07323695	0.08795387	0.11730194
a31	0.19557811	0.18860686	0.17729564	0.16103339	0.080350906	0.0843363	0.112798795
a20	0.24079081	0.1952706	0.15156437	0.10689562	0.10380472	0.10197011	0.0997038
a31	0.20353477	0.18965621	0.1716957	0.1455076	0.06983639	0.090860404	0.12890887
</S>	0.2650345	0.19961143	0.1499646	0.108540535	0.09166172	0.08968645	0.09550081
