 	mia	sorella	quest	anno	che	viene	vuole	diventare	dottoressa	</S>
a31	0.04912801	0.046292495	0.04433296	0.054288402	0.07351362	0.1219405	0.09255618	0.14970522	0.18549341	0.18274923
a41	0.08524403	0.070172936	0.065766625	0.110927664	0.09659344	0.16642049	0.12455044	0.10980258	0.093755595	0.07676613
a31	0.041837767	0.03421199	0.09893568	0.1368636	0.11123272	0.11988916	0.09800765	0.07533914	0.09223371	0.19144861
a20	0.1581156	0.08637478	0.102450065	0.070353895	0.092432916	0.120222084	0.1239126	0.09283961	0.087889455	0.06540898
a31	0.08899067	0.06811423	0.09812952	0.084534094	0.092560224	0.1259958	0.12436914	0.109688915	0.10721112	0.100406304
a37	0.11434785	0.07140649	0.103468634	0.063564874	0.081926376	0.12917562	0.11794293	0.10835284	0.11177424	0.09804016
a16	0.097464465	0.06023499	0.102268875	0.06685567	0.08893717	0.15061623	0.124092445	0.12107571	0.11089728	0.07755724
a35	0.088827044	0.06377302	0.091320656	0.07647472	0.090107314	0.15802315	0.13090426	0.12714623	0.1048275	0.06859612
a24	0.064610854	0.055539828	0.09949394	0.12978761	0.10350219	0.13005097	0.11872954	0.10080792	0.102063894	0.09541321
a31	0.08012698	0.057710897	0.09908223	0.1220046	0.09334393	0.14165202	0.12073959	0.10305899	0.0980963	0.084184386
a39	0.11184866	0.060117763	0.14136514	0.102173336	0.09845673	0.12476587	0.10051101	0.099369235	0.08951901	0.071873225
a31	0.12744622	0.07240299	0.101860665	0.116248764	0.07578256	0.122767426	0.10259497	0.09908183	0.10563497	0.07617961
a20	0.13605896	0.07281693	0.11050201	0.111944705	0.080917306	0.112940416	0.103115186	0.09729737	0.10304453	0.0713626
a31	0.1449954	0.079743825	0.10175728	0.108337246	0.06978245	0.12107464	0.0978409	0.098198205	0.10404971	0.07422043
a3	0.15913181	0.08519483	0.09235603	0.097716816	0.06925819	0.109069295	0.10434925	0.09800594	0.10930294	0.07561485
a20	0.13342084	0.09133389	0.08152179	0.08055513	0.06291379	0.13644652	0.09883927	0.09892771	0.115535684	0.10050536
a31	0.10214596	0.08419514	0.06170621	0.07951453	0.07249133	0.119050935	0.09923782	0.08734961	0.113960795	0.1803476
a37	0.16962795	0.09280253	0.09084514	0.07538089	0.06996112	0.11277866	0.11304523	0.10006326	0.105182044	0.07031323
a31	0.12440297	0.093833335	0.056599487	0.07194333	0.055969667	0.1054404	0.1008419	0.092896566	0.117828645	0.18024376
a20	0.18148798	0.097888336	0.08522787	0.063657776	0.060736656	0.11374092	0.11196112	0.105676115	0.108182706	0.07144051
a28	0.11371683	0.09442424	0.036647882	0.050744507	0.05151463	0.110776156	0.09357812	0.09194742	0.12080886	0.23584132
a31	0.06912068	0.06405351	0.029786535	0.046138864	0.06849998	0.119455196	0.1138111	0.10095665	0.17187373	0.21630381
a20	0.19442874	0.11131574	0.07000953	0.066520706	0.05922666	0.10210141	0.09647527	0.10496691	0.10826235	0.0866926
a31	0.061188392	0.05656748	0.021972317	0.031232007	0.05879871	0.1252068	0.1148487	0.13008137	0.2073238	0.19278044
a33	0.20711994	0.11806145	0.052388944	0.07035317	0.05916848	0.088080496	0.085491545	0.096334584	0.10765892	0.1153424
</S>	0.075813994	0.07124954	0.03276122	0.031687237	0.04740472	0.11669863	0.11685023	0.16226375	0.19577427	0.14949633
