 	aveva	lavorato	tutta	la	settimana	</S>
a31	0.1632797	0.17527273	0.18825349	0.13569906	0.13888416	0.19861087
a20	0.3669095	0.17944315	0.17143892	0.12658115	0.08958265	0.06604457
a31	0.32710445	0.18165907	0.1300733	0.11889386	0.13974456	0.10252476
a28	0.39344144	0.18516514	0.13480519	0.092201464	0.117536	0.07685081
a31	0.25955194	0.15449546	0.1837396	0.14748311	0.16293962	0.09179018
a13	0.2725744	0.15012105	0.17641167	0.12978095	0.16979492	0.10131701
a18	0.216791	0.18258978	0.1797984	0.15859848	0.16247769	0.09974467
a31	0.23833889	0.16124305	0.13523781	0.16275424	0.17251816	0.12990792
a27	0.24560378	0.14910057	0.11941202	0.13173793	0.21754867	0.13659705
a31	0.22520348	0.16488971	0.13313293	0.16142927	0.1644968	0.15084772
a20	0.30582064	0.1944459	0.09467942	0.122272216	0.16026631	0.122515485
a31	0.22840078	0.16558848	0.11310746	0.16073021	0.17370437	0.15846874
a39	0.34173152	0.21257067	0.09037477	0.10512862	0.1327751	0.11741941
a31	0.2770666	0.21409756	0.10550137	0.100990936	0.15225409	0.15008943
a33	0.3730669	0.20774788	0.103616975	0.08858582	0.11576925	0.11121313
</S>	0.3361642	0.2927538	0.10120851	0.07261356	0.092338175	0.104921736
