 	non	aveva	dove	aveva	per	stare	</S>
a7	0.117211066	0.11311033	0.12910955	0.12635078	0.19905132	0.13979694	0.17537005
a31	0.13022168	0.11423415	0.10025406	0.106230944	0.2530572	0.10607348	0.18992844
a29	0.40368283	0.22685477	0.16503955	0.07812859	0.049871042	0.036349215	0.04007402
a19	0.21245435	0.15487002	0.13026679	0.13400006	0.19654797	0.080810875	0.09104996
a46	0.19008099	0.13979018	0.12206229	0.12485881	0.19239053	0.10480034	0.12601689
a31	0.21099898	0.14954059	0.11795946	0.15548505	0.18449864	0.08477765	0.09673966
a38	0.33427775	0.22185996	0.18202226	0.09348218	0.057701014	0.052452724	0.05820418
a31	0.22801726	0.18813556	0.1698083	0.10088263	0.13955621	0.072789885	0.1008101
a20	0.3098891	0.20733985	0.16086346	0.11218218	0.075041465	0.07361375	0.061070252
a31	0.27378267	0.21380547	0.16441801	0.08106305	0.09986377	0.078190945	0.08887605
a0	0.30760038	0.20108311	0.14923126	0.092942	0.08758661	0.09093275	0.070623934
a31	0.2578334	0.22617222	0.20222133	0.0847744	0.097979926	0.055005766	0.07601299
a46	0.2766244	0.19235335	0.1529458	0.0979322	0.10032428	0.09213416	0.08768584
a18	0.2689764	0.23913343	0.20450926	0.08289658	0.102879375	0.051977396	0.049627632
</S>	0.17446242	0.16995625	0.17615981	0.10924079	0.19396846	0.08825717	0.08795501
