 	mia	mamma	e	mio	padre	non	andarono	mai	in	Grecia	</S>
a46	0.047739085	0.0475294	0.047453307	0.04806776	0.05232758	0.07246212	0.0974528	0.09363019	0.13292725	0.20285735	0.15755317
a31	0.045913886	0.036151487	0.033340253	0.033708587	0.034695636	0.053357013	0.14101699	0.09966495	0.091870345	0.20708136	0.22319946
a17	0.19433452	0.17318715	0.17497051	0.16162845	0.059477232	0.024479711	0.042582463	0.029272068	0.04298648	0.057182517	0.03989888
a41	0.09388278	0.07688287	0.070202656	0.0649918	0.04439662	0.06544812	0.1395168	0.11669591	0.10885532	0.097563535	0.121563576
a31	0.1374562	0.108943865	0.13157931	0.1245638	0.07085132	0.06210427	0.073527575	0.08910086	0.071774416	0.06477859	0.0653198
a38	0.20011906	0.19854197	0.17240275	0.12959702	0.04432701	0.023683542	0.03497129	0.034263276	0.047990467	0.06553987	0.04856385
a31	0.11164088	0.100035295	0.09960265	0.09351543	0.053528823	0.049250923	0.092283115	0.08479798	0.1126755	0.11061109	0.092058256
a17	0.18015383	0.18754832	0.17924152	0.15265267	0.051044825	0.027149234	0.03960525	0.03186346	0.0466282	0.057511806	0.04660092
a31	0.10339581	0.11754901	0.10160458	0.09752873	0.054698266	0.047282577	0.06612865	0.06793758	0.12179531	0.13030592	0.09177353
a39	0.1729562	0.17669864	0.17505299	0.16268845	0.065430865	0.035591435	0.05275167	0.033217907	0.037084997	0.049649525	0.038877297
a35	0.13853672	0.15199077	0.14319126	0.13721094	0.061024934	0.051315498	0.06774178	0.055969257	0.06748234	0.07198019	0.05355632
a31	0.09249297	0.107105285	0.0958862	0.09321809	0.0570322	0.035481133	0.09362709	0.052111145	0.109278195	0.15188472	0.111882985
a46	0.17414041	0.17880653	0.15979359	0.14751235	0.06831692	0.05043527	0.060357474	0.04342173	0.03142004	0.045879755	0.03991601
a38	0.10894175	0.12351441	0.11425398	0.111520365	0.06412175	0.035926286	0.09483667	0.041315734	0.08476238	0.13039671	0.09040994
a13	0.07220902	0.071863025	0.07170031	0.07149137	0.063724734	0.040795147	0.12175701	0.06414264	0.076605745	0.16234322	0.18336774
a11	0.07323357	0.07303516	0.07225423	0.07161283	0.05682148	0.032295417	0.10984583	0.057901263	0.095565334	0.17353727	0.18389763
a13	0.08491597	0.077876985	0.07857613	0.076404616	0.04943194	0.03890073	0.120751716	0.08157885	0.09282893	0.13403572	0.16469839
a31	0.08495712	0.08446437	0.08078661	0.07726631	0.041870646	0.027751038	0.09475266	0.0586554	0.10995024	0.16389224	0.17565337
a49	0.17984635	0.20455176	0.14678471	0.12298743	0.061836645	0.044002067	0.062049564	0.04301571	0.042015463	0.052033667	0.040876646
a13	0.06423819	0.06252486	0.06178361	0.05975865	0.038627576	0.03300492	0.08520491	0.060668476	0.11479836	0.20578358	0.21360692
a20	0.07319196	0.07846361	0.07466879	0.073349304	0.046293996	0.028937452	0.08884811	0.04476332	0.112576604	0.20121312	0.17769378
a31	0.08036635	0.07987955	0.07911125	0.07732384	0.05343456	0.03430315	0.09773399	0.05297396	0.089494854	0.16830426	0.18707424
a8	0.18394765	0.1959499	0.14557403	0.12068157	0.06878593	0.045867752	0.057106916	0.044524986	0.046071347	0.045416694	0.046073206
a31	0.08071609	0.08603187	0.0828303	0.08184044	0.05887193	0.046208628	0.1376751	0.06108009	0.06811756	0.16560106	0.13102691
a45	0.14537707	0.14619724	0.12687504	0.12061719	0.06523737	0.050374866	0.09129788	0.049425554	0.0518632	0.07262751	0.080107085
a31	0.08500657	0.08845707	0.086294755	0.085586056	0.06559832	0.05314878	0.14340247	0.069342606	0.057480305	0.14522669	0.12045638
</S>	0.1375722	0.13800934	0.1213721	0.11937542	0.06839991	0.049607273	0.10538632	0.04994561	0.052760717	0.07627977	0.08129137
