 	hai	già	mangiato	</S>
a31	0.2315598	0.24862179	0.25798264	0.26183572
a37	0.33632296	0.2558955	0.22821547	0.17956609
a31	0.2840535	0.253642	0.22533756	0.2369669
a46	0.24433564	0.2283718	0.2715428	0.2557498
a31	0.21563953	0.23873751	0.26514402	0.2804789
a39	0.22818851	0.24362075	0.26225603	0.2659347
a20	0.21937683	0.2234728	0.26108262	0.29606774
a31	0.25023323	0.20902257	0.23394696	0.30679724
a46	0.20897302	0.19974163	0.25951523	0.33177012
a31	0.30951464	0.22410953	0.21900915	0.24736668
a18	0.29156888	0.21272087	0.21695705	0.2787532
a24	0.3402874	0.25078887	0.2178057	0.19111805
a46	0.31758094	0.25766295	0.22290654	0.20184952
</S>	0.3094573	0.26588613	0.23255886	0.19209772
