 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
a31	0.06604646	0.06174135	0.06967407	0.08568108	0.06981628	0.08121194	0.15515684	0.15510498	0.25556698
a28	0.10070998	0.10469735	0.08913184	0.07473561	0.108981706	0.1830911	0.17146608	0.13012743	0.037058886
a37	0.074967735	0.07837658	0.099455595	0.1088436	0.12281518	0.1805803	0.14648089	0.10898014	0.07949997
a20	0.12779701	0.15861098	0.15135016	0.11537939	0.14216991	0.14643212	0.062302038	0.06092088	0.03503756
a37	0.09286248	0.1310717	0.16951162	0.1349458	0.16234882	0.1298963	0.065494366	0.071170546	0.042698354
a24	0.088011056	0.11872401	0.17431703	0.13749565	0.17623715	0.10756384	0.06996005	0.08031352	0.04737774
a21	0.07310749	0.08496127	0.151304	0.1375799	0.18969893	0.11136982	0.095152795	0.09653111	0.06029475
a28	0.06560963	0.07780444	0.12810469	0.15483482	0.2025254	0.12524647	0.0910391	0.07954836	0.07528716
a24	0.067038484	0.08004193	0.14108455	0.1554078	0.19546828	0.122527875	0.08675912	0.07058348	0.08108852
a31	0.05821383	0.07410367	0.119627334	0.15287486	0.1747206	0.1236362	0.10188006	0.08301377	0.11192963
a20	0.110504456	0.10126517	0.15123133	0.16011547	0.16211824	0.10835485	0.069049954	0.075961165	0.061399408
a24	0.08114076	0.08174611	0.11015887	0.15027374	0.17358917	0.10994291	0.10648432	0.08957288	0.09709119
a20	0.06445244	0.067306034	0.089399785	0.15631907	0.16894904	0.10278837	0.110417105	0.095457554	0.14491059
a33	0.09680786	0.09597543	0.14608018	0.13570425	0.16837765	0.10257738	0.091847375	0.0792864	0.083343536
a20	0.06320805	0.06606027	0.0804185	0.16763362	0.13790964	0.087798625	0.12318878	0.110049896	0.1637326
a31	0.08526632	0.08302266	0.080125764	0.14600767	0.15304017	0.0996127	0.11006715	0.095197335	0.14766033
a3	0.19169924	0.10305572	0.07570572	0.11527021	0.11118232	0.09333227	0.12621705	0.1228759	0.06066163
a20	0.093135625	0.06772267	0.0726005	0.1178729	0.11780272	0.09451839	0.1364363	0.10355894	0.19635196
</S>	0.09016823	0.07923796	0.066994175	0.11341111	0.10500762	0.08960383	0.121639915	0.115941	0.2179961
