 	voglio	che	Maria	venga	domani	</S>
a20	0.09879585	0.14746219	0.15821892	0.15769859	0.19296391	0.24486054
a21	0.1136717	0.10214981	0.10601559	0.2334799	0.19051646	0.2541665
a31	0.18994504	0.090902425	0.10749286	0.22470365	0.20137857	0.18557741
a37	0.36570188	0.16056794	0.13921571	0.14185551	0.10087061	0.09178837
a31	0.2388237	0.103307985	0.1345207	0.20988621	0.17216457	0.14129685
a35	0.26420307	0.1626677	0.1551439	0.18605274	0.11879873	0.11313385
a31	0.12994872	0.07887031	0.08022311	0.24061856	0.23064491	0.23969434
a20	0.2926586	0.15491562	0.14716983	0.18165435	0.12154791	0.1020537
a31	0.1904932	0.1012317	0.098807834	0.22632042	0.21859105	0.1645558
a18	0.2825656	0.13935052	0.12586308	0.20308928	0.13996665	0.10916489
a31	0.22299396	0.12422561	0.10392389	0.17465977	0.1934132	0.1807836
a3	0.3728406	0.15853876	0.10169361	0.15514906	0.120809324	0.0909686
a13	0.2758412	0.1434769	0.10929318	0.11784309	0.16763891	0.1859067
a37	0.19365463	0.18050267	0.11520586	0.11442246	0.18333764	0.21287684
a46	0.18642531	0.16448472	0.10260144	0.12961271	0.19110897	0.22576687
a31	0.2057442	0.19885904	0.12535428	0.12031664	0.14923325	0.20049247
a18	0.35646725	0.14279567	0.102668755	0.10743335	0.14374557	0.14688943
a46	0.2164963	0.23111229	0.13592704	0.13084209	0.13241923	0.1532031
</S>	0.19334942	0.24459603	0.16788393	0.12729166	0.11399558	0.15288335
