 	la	pasta	vuole	sale	</S>
a8	0.1826878	0.19332092	0.18335669	0.20591408	0.23472048
a31	0.118023194	0.14450479	0.11105574	0.301647	0.3247693
a28	0.3354133	0.25213137	0.15838446	0.13127732	0.12279345
a20	0.15999208	0.17581624	0.17098325	0.27344143	0.21976702
a31	0.1857023	0.17703025	0.23263511	0.22623871	0.17839363
a11	0.22759391	0.15637769	0.21453287	0.2054712	0.19602434
a18	0.146961	0.11860656	0.14899834	0.32314014	0.262294
a15	0.13545743	0.11522991	0.1690329	0.2977605	0.28251928
a31	0.15338278	0.1210512	0.13865712	0.2836029	0.30330604
a20	0.17701946	0.14298905	0.23782092	0.23456265	0.20760787
a6	0.14625049	0.11369836	0.106098406	0.33654487	0.29740787
a20	0.17236651	0.13018724	0.08559694	0.28041902	0.33143023
a21	0.18977611	0.11172111	0.09409006	0.31662658	0.28778616
a20	0.175111	0.11941293	0.08135684	0.2957114	0.32840785
a0	0.1861336	0.116800696	0.08206726	0.3120784	0.30292004
a31	0.20826815	0.14570569	0.09252655	0.24407452	0.3094251
a39	0.24644497	0.21012229	0.15191613	0.22007875	0.17143792
a31	0.23262006	0.1579805	0.107289426	0.2339243	0.26818573
a35	0.29792044	0.21483253	0.134713	0.17433703	0.17819706
</S>	0.2556623	0.22052322	0.12895633	0.18862405	0.20623413
