 	vuole	andare	a	Lecce	</S>
a20	0.18955582	0.118103266	0.12605685	0.24122603	0.325058
a31	0.18496911	0.11734036	0.18153416	0.1945399	0.3216165
a18	0.2685904	0.14351982	0.18949836	0.2503232	0.14806825
a46	0.14896132	0.13793512	0.22892985	0.221745	0.26242867
a37	0.103807345	0.123903275	0.23788004	0.23336454	0.3010448
a23	0.18702982	0.1295133	0.2128271	0.20162858	0.2690012
a18	0.10890977	0.11036181	0.22527269	0.22162765	0.33382806
a38	0.1362381	0.11317653	0.2008663	0.20281653	0.3469025
a37	0.11123077	0.08180718	0.18247011	0.22344661	0.40104535
a31	0.11145708	0.07620638	0.17625453	0.22814906	0.40793297
a20	0.12918997	0.10742934	0.17490245	0.34895405	0.23952419
</S>	0.11931228	0.064668775	0.11091352	0.3159829	0.38912258
