 	le	melanzane	vogliono	ee	girate	</S>
a31	0.14639579	0.14556089	0.14562675	0.1465618	0.16179135	0.2540635
a20	0.17933643	0.1566051	0.21880464	0.2488695	0.118171856	0.078212485
a18	0.18902853	0.1894993	0.20070724	0.2655704	0.10344025	0.051754314
a20	0.2288197	0.21617791	0.17015225	0.21828699	0.10626364	0.0602995
a38	0.26808783	0.20690945	0.17389216	0.16105182	0.13011391	0.059944786
a17	0.26523936	0.22118047	0.12578951	0.167853	0.120781235	0.099156484
a31	0.25024283	0.18879884	0.13005053	0.17822786	0.12761432	0.1250656
a20	0.25970727	0.23556705	0.14376189	0.18635082	0.09585547	0.07875756
a41	0.21207868	0.16749427	0.14106034	0.18583457	0.16811031	0.12542182
a29	0.2500096	0.17805637	0.12503748	0.17370889	0.12651841	0.14666925
a11	0.22987448	0.19514444	0.14237837	0.16394037	0.13693294	0.13172938
a31	0.23600169	0.19121313	0.13468748	0.167305	0.1299928	0.14079991
a8	0.28041154	0.23666246	0.1242486	0.16847251	0.09347933	0.09672557
a31	0.23320588	0.18089484	0.12463936	0.17194945	0.12547617	0.16383427
a1	0.29006568	0.22304176	0.13749455	0.15932299	0.102609396	0.08746564
a31	0.23757643	0.19338034	0.12927602	0.16452302	0.12684849	0.14839564
a3	0.30079442	0.23061442	0.12904051	0.15446408	0.09307869	0.09200785
a31	0.25955632	0.21374907	0.13663524	0.14699945	0.10979289	0.13326699
a8	0.30500197	0.23018731	0.12774034	0.15109879	0.08868012	0.09729148
a23	0.29924503	0.25308657	0.14049348	0.10901437	0.08498168	0.11317873
a31	0.27840757	0.2693857	0.18882264	0.112800226	0.07721093	0.07337288
a46	0.24807675	0.20516133	0.14233679	0.18452199	0.10280319	0.11709988
a37	0.28896374	0.29216814	0.1857683	0.087446176	0.073569246	0.072084345
a46	0.22422244	0.21875505	0.16611837	0.15622997	0.096441545	0.13823268
a24	0.20744841	0.20926741	0.18967025	0.14942335	0.12083633	0.123354286
a31	0.17526953	0.17388187	0.15719143	0.1924437	0.11874921	0.18246427
a46	0.24635525	0.19571337	0.1259382	0.20148832	0.13179934	0.09870557
a31	0.20539488	0.21045786	0.18814862	0.13906512	0.120462336	0.13647118
a8	0.25352746	0.21055181	0.13729458	0.17744078	0.0961915	0.12499382
a24	0.21068911	0.21623941	0.18986924	0.122729264	0.13824537	0.12222753
a8	0.18043575	0.17831925	0.16210292	0.15553503	0.14713734	0.17646967
a31	0.21041235	0.21258432	0.18596062	0.14305982	0.13183714	0.1161457
</S>	0.24452023	0.21308102	0.14298269	0.17480206	0.093760505	0.13085346
