 	non	mi	aspetti	che	non	vengo	</S>
a8	0.09787069	0.0933261	0.12580323	0.16753407	0.19631143	0.1663592	0.15279523
a31	0.12257959	0.0977071	0.114473455	0.17545247	0.22287828	0.18254192	0.08436722
a24	0.2955128	0.16119999	0.21418327	0.14982171	0.097688295	0.05557522	0.026018638
a31	0.145682	0.08466177	0.12517735	0.19028427	0.22742696	0.14580299	0.080964595
a36	0.27333507	0.14453436	0.22622918	0.13968456	0.10857639	0.06705318	0.040587287
a31	0.16827977	0.103449136	0.14978363	0.16892585	0.19637503	0.11716776	0.09601885
a39	0.22309294	0.15124758	0.21724792	0.15901636	0.13423091	0.07273842	0.042425912
a8	0.17060827	0.14744297	0.21190672	0.14195931	0.14197552	0.098572336	0.087534904
a31	0.10771994	0.103572726	0.14571124	0.20732255	0.23504415	0.1360667	0.06456265
a29	0.18066894	0.15194705	0.18579225	0.15953784	0.17212239	0.09704684	0.05288468
a31	0.112910405	0.11216363	0.13971634	0.231019	0.2199515	0.12395769	0.060281504
a17	0.17487526	0.152052	0.17483008	0.15948892	0.18065831	0.11032102	0.04777441
</S>	0.09597086	0.09664645	0.132039	0.23583737	0.24118969	0.1510106	0.047306
