 	voglio	che	Maria	che	venga	domani	</S>
a8	0.08853003	0.09451404	0.12039462	0.133747	0.12610087	0.19200899	0.24470444
a31	0.12336106	0.1034604	0.07789807	0.09640191	0.20305167	0.19384094	0.20198591
a8	0.4309185	0.20185404	0.10809195	0.077769674	0.068360806	0.06153297	0.051472172
a31	0.14378928	0.08415989	0.06680848	0.10335088	0.21770902	0.18890733	0.19527514
a24	0.41442963	0.22156905	0.12462839	0.073541544	0.059332453	0.056660086	0.049838893
a31	0.18526249	0.13528349	0.080278814	0.10374713	0.18056291	0.16434279	0.15052235
a46	0.34666377	0.17155196	0.13926187	0.09998769	0.0865356	0.08221148	0.0737877
a31	0.18904768	0.14279965	0.08962397	0.109857425	0.17049621	0.16510612	0.13306901
a29	0.34070095	0.22715053	0.13313492	0.10896768	0.07204705	0.06077596	0.05722296
a20	0.31581166	0.18222734	0.11743633	0.12206567	0.106092855	0.08541546	0.070950724
a0	0.24416833	0.16655722	0.09462533	0.09612736	0.14341491	0.1363451	0.11876174
a31	0.15924327	0.12616883	0.085058376	0.07622723	0.1856503	0.18959174	0.17806026
a23	0.35890204	0.20544352	0.108456254	0.10878231	0.08240722	0.07252516	0.06348361
a31	0.19674818	0.16463418	0.10181834	0.06946459	0.15397796	0.1621314	0.15122537
a18	0.3432247	0.20499675	0.10964233	0.10998183	0.09403496	0.07048609	0.067633316
a37	0.23408353	0.19684736	0.10411022	0.067381084	0.114854455	0.13490978	0.14781353
a31	0.18760489	0.17874764	0.121780954	0.06744559	0.118968405	0.14725284	0.17819963
a20	0.3505965	0.20181507	0.10661187	0.07098661	0.10241228	0.08689704	0.08068053
a31	0.15526585	0.16673681	0.15394472	0.0861399	0.09199902	0.14586112	0.20005257
</S>	0.33192027	0.20413853	0.10928714	0.06917225	0.0858267	0.09682221	0.10283284
