 	nella	pasta	metti	sale	vuole	il	sale	</S>
a28	0.08039749	0.07907063	0.08571236	0.08849958	0.13263878	0.15899378	0.1838609	0.19082649
a31	0.039840836	0.04080189	0.03667594	0.06722525	0.084894314	0.14302579	0.33516443	0.25237155
a7	0.2342527	0.19861877	0.181634	0.13672127	0.066655874	0.04743261	0.07757683	0.057107903
a46	0.06035787	0.05959192	0.05368845	0.108271785	0.11049731	0.138616	0.2504874	0.21848927
a10	0.07205459	0.073025174	0.07278073	0.18911862	0.1662538	0.14622112	0.14739251	0.1331535
a14	0.13846868	0.15131289	0.172978	0.2474388	0.124072514	0.060774624	0.05434283	0.050611638
a31	0.14803946	0.14608501	0.16396081	0.2263401	0.12362205	0.06560225	0.06303596	0.06331443
a0	0.2054881	0.13593146	0.14905846	0.14170988	0.09780259	0.06696287	0.10450561	0.09854102
a20	0.120223396	0.11690826	0.11282871	0.14001621	0.091586694	0.07428346	0.16845101	0.17570223
a31	0.14989479	0.13107634	0.12540393	0.20388043	0.11765741	0.08220095	0.09087458	0.09901156
a10	0.20525497	0.13135296	0.13189866	0.13326032	0.0974909	0.06922407	0.1229172	0.10860093
a0	0.14336437	0.12650451	0.11179225	0.10949151	0.07532236	0.07698113	0.17176588	0.184778
a18	0.11554799	0.1128267	0.108131476	0.09997298	0.06902416	0.07899642	0.20989916	0.20560116
a17	0.13672705	0.12822118	0.11895861	0.106330946	0.06790144	0.074373014	0.1847481	0.18273965
a8	0.13770784	0.13149951	0.12321566	0.09691439	0.06863357	0.08689922	0.18167433	0.17345545
</S>	0.11698197	0.11519793	0.10998626	0.08899227	0.07508791	0.116167806	0.19846666	0.17911913
