 	il	morto	si	piange	</S>
a20	0.18454231	0.17679259	0.25019926	0.22963963	0.1588262
a31	0.08959621	0.17178571	0.30298838	0.22045563	0.21517412
a18	0.26587126	0.25389922	0.12197087	0.25711408	0.101144604
a15	0.12275035	0.17997658	0.28319046	0.24172717	0.17235543
a31	0.11258599	0.20159888	0.23892666	0.2242345	0.2226539
a15	0.29471147	0.27101943	0.13643502	0.20080239	0.09703176
a31	0.14354928	0.17922579	0.2622482	0.2047784	0.21019834
a29	0.26912102	0.23781289	0.15307344	0.23238344	0.10760914
a31	0.18106885	0.18641122	0.2155198	0.2481528	0.16884725
a0	0.20917754	0.23632517	0.17683105	0.26204303	0.11562322
a31	0.18919136	0.14658667	0.20672645	0.24882281	0.20867266
a13	0.2243575	0.16112924	0.18902187	0.2566167	0.1688747
a18	0.21604171	0.13464315	0.1773506	0.26603848	0.20592605
a41	0.19318745	0.14466071	0.19818896	0.24670336	0.21725947
a31	0.19846316	0.14317013	0.21978013	0.23736562	0.20122096
a18	0.24054798	0.1360635	0.1726063	0.20672747	0.24405472
a31	0.21094733	0.13214417	0.22133808	0.29085788	0.14471255
a46	0.25316468	0.14597146	0.15793963	0.1988356	0.24408866
a31	0.238652	0.1287726	0.1999894	0.30110124	0.13148476
a0	0.26603127	0.15741494	0.18567778	0.19060758	0.2002684
a31	0.25608513	0.16272923	0.1781162	0.24833962	0.15472987
</S>	0.26312134	0.15872726	0.19416521	0.19558497	0.18840118
