 	dovevo	comprare	il	pane	</S>
a31	0.16847639	0.19668832	0.25277776	0.20939404	0.17266348
a46	0.28068358	0.19140984	0.19629215	0.18258153	0.14903292
a31	0.2665109	0.19158244	0.16486478	0.17252083	0.20452106
a18	0.44172028	0.24755692	0.15087509	0.08793827	0.07190943
a13	0.31295258	0.22415644	0.1862958	0.14933343	0.12726173
a0	0.3017923	0.21101923	0.17338109	0.15727377	0.15653357
a20	0.31127664	0.20093004	0.15049273	0.14144562	0.195855
a7	0.37124768	0.19927464	0.122163564	0.12382366	0.18349041
a20	0.33600432	0.18038632	0.11418266	0.13379456	0.23563221
a31	0.38165194	0.18914343	0.10750154	0.13302778	0.18867531
a11	0.23388486	0.1559628	0.16850092	0.20570144	0.23595001
a39	0.3358876	0.18066823	0.117695466	0.12305886	0.24268977
a31	0.3516842	0.16716798	0.100094385	0.11481468	0.26623872
a13	0.19542244	0.16253683	0.15642239	0.21938989	0.26622844
a17	0.34446418	0.20685351	0.15473469	0.112978965	0.18096869
a31	0.3638011	0.27139226	0.13767187	0.086983316	0.14015134
a46	0.28229383	0.19574048	0.15849648	0.15133174	0.21213746
a20	0.30386847	0.2708579	0.19014877	0.114020534	0.12110434
a31	0.32750347	0.2860662	0.19788957	0.094734125	0.09380664
</S>	0.33531454	0.19899659	0.16364537	0.1361486	0.16589485
