 	credo	che	stanno	ancora	svegli	</S>
a31	0.12488426	0.11450395	0.12001863	0.19514449	0.22194876	0.22349991
a20	0.22784731	0.25136736	0.20932415	0.12034759	0.09885823	0.092255354
a21	0.25590622	0.27389723	0.22699362	0.12667507	0.063895896	0.052631967
a31	0.29588214	0.24332099	0.18566415	0.14865813	0.069799565	0.056675006
a37	0.33392847	0.25609082	0.18029204	0.13339518	0.05635434	0.039939247
a31	0.2877315	0.20426403	0.19748057	0.13711494	0.104531094	0.06887791
a13	0.27488855	0.19020836	0.20586312	0.16467589	0.09774464	0.06661938
a31	0.2606028	0.15896854	0.18773675	0.15549394	0.13024993	0.10694802
a20	0.26823437	0.19719897	0.2150619	0.14807461	0.100862935	0.07056716
a31	0.21128888	0.17012508	0.1992163	0.16385543	0.14471501	0.11079923
a39	0.26776725	0.18575351	0.20177317	0.15782742	0.10752216	0.079356536
a18	0.22883388	0.15620486	0.1835084	0.16563351	0.14439338	0.12142596
a33	0.24149992	0.1482962	0.16752705	0.16317515	0.13189244	0.14760914
a39	0.32045722	0.18989846	0.13310228	0.1371258	0.091603205	0.12781304
a31	0.3419448	0.2517892	0.1360693	0.10484018	0.07777375	0.08758281
a39	0.2986145	0.19924352	0.16264135	0.1265885	0.11187856	0.10103361
a33	0.36220366	0.23584168	0.11805201	0.106710635	0.078208335	0.09898375
a8	0.29974934	0.26218444	0.15755014	0.105707124	0.09245006	0.08235894
a31	0.18677774	0.1720344	0.17684226	0.16223882	0.17390925	0.12819755
a7	0.23858696	0.20030545	0.16038734	0.16047147	0.10568403	0.13456476
a31	0.1761407	0.17683636	0.16222511	0.1781228	0.17292249	0.13375254
a3	0.26574343	0.18484409	0.15223408	0.15636513	0.10892088	0.1318924
a31	0.1720128	0.17435972	0.15652996	0.17436185	0.185042	0.1376936
a13	0.26992378	0.18804188	0.14181866	0.15589833	0.10360118	0.14071617
a20	0.16668265	0.17039084	0.15417172	0.17757061	0.18853305	0.14265107
a7	0.15286057	0.15474993	0.1557106	0.19075361	0.17633817	0.16958714
a35	0.13940307	0.14446287	0.16037294	0.20808357	0.19158289	0.15609469
a31	0.13690674	0.14011039	0.15578449	0.2102489	0.191852	0.16509745
a20	0.2470703	0.17674729	0.15689255	0.16402726	0.11515848	0.14010419
a31	0.14850709	0.15507069	0.1524549	0.20168597	0.18227765	0.16000374
</S>	0.29240182	0.19010891	0.13935955	0.12887284	0.108219035	0.1410379
