 	lo	sentii	che	viene	</S>
a43	0.064078584	0.07525281	0.08874725	0.450644	0.32127744
a17	0.15272534	0.17591278	0.13893178	0.1953604	0.33706972
a11	0.21997078	0.2218574	0.15170054	0.1700844	0.23638682
a31	0.2571517	0.22948468	0.13441963	0.19119169	0.1877523
a46	0.16300441	0.2929125	0.17280588	0.2274545	0.14382274
a6	0.13406114	0.23269652	0.21306139	0.22170126	0.19847968
a31	0.08842852	0.1752829	0.20484398	0.28846073	0.24298386
a15	0.16186641	0.29345715	0.16553952	0.21443355	0.16470338
a20	0.06322997	0.11339215	0.1862772	0.36840126	0.26869944
a31	0.1126876	0.15013342	0.15385383	0.28619874	0.2971264
a17	0.14175585	0.2920711	0.1778812	0.20501392	0.18327798
a31	0.0724111	0.085353605	0.14455749	0.3475982	0.35007957
a13	0.10983076	0.18733554	0.20761465	0.2748331	0.22038586
a39	0.07553213	0.08547035	0.11031448	0.37808967	0.35059336
a46	0.081040226	0.08040184	0.10459532	0.33981928	0.39414328
a31	0.10188861	0.086925045	0.09101957	0.36054036	0.35962644
a18	0.107685454	0.09893944	0.1455777	0.31731182	0.33048555
</S>	0.1094468	0.11104313	0.1400262	0.35019445	0.2892894
