 	voi	avete	mai	mangiato	il	pasticciotto	</S>
a8	0.097823136	0.103128254	0.12909779	0.1362535	0.11703154	0.1865871	0.23007864
a31	0.09464624	0.08003327	0.080915265	0.079110645	0.08314979	0.37180552	0.2103393
a21	0.30965286	0.22138801	0.16403511	0.09815616	0.06512823	0.107722566	0.033917043
a37	0.18273725	0.13350275	0.119925156	0.09599491	0.115570605	0.2371016	0.11516764
a8	0.25518444	0.20991962	0.18933743	0.113325655	0.08582778	0.09625621	0.05014878
a31	0.18715611	0.14089802	0.12224984	0.104749374	0.109404676	0.2162787	0.11926334
a13	0.31176528	0.2236157	0.15583201	0.09603896	0.060561568	0.10438617	0.04780035
a20	0.18487726	0.1633761	0.14149337	0.08125735	0.06195532	0.2555625	0.11147803
a3	0.24997213	0.18687771	0.14621374	0.08280668	0.068854876	0.16784371	0.0974312
a31	0.19857089	0.15415671	0.12236296	0.07629305	0.057054583	0.2583246	0.13323724
a29	0.33287105	0.20399044	0.12315709	0.08243943	0.07537182	0.112374574	0.06979566
a31	0.25899208	0.20614511	0.13835025	0.056326002	0.05511258	0.18041894	0.104655065
a3	0.32201436	0.20941086	0.11898366	0.065425426	0.07180518	0.13033432	0.0820262
a31	0.24052033	0.212806	0.14521454	0.061280303	0.044515967	0.18745576	0.10820703
a24	0.29170144	0.19928104	0.1218734	0.0752729	0.07074181	0.15544	0.085689396
a31	0.2578321	0.22081086	0.16118643	0.0645195	0.048142776	0.15144522	0.09606317
a39	0.27989557	0.19472517	0.11913098	0.0770451	0.06683423	0.16746655	0.09490244
a31	0.23374595	0.21360373	0.16472492	0.07269998	0.052323744	0.15492667	0.107975006
a33	0.26835766	0.18982655	0.117400564	0.08052507	0.066299304	0.16463082	0.11296004
a31	0.19957568	0.19780554	0.18771785	0.11016356	0.08041804	0.12721546	0.0971039
a23	0.2526267	0.18581162	0.13299748	0.09110434	0.071444064	0.13582474	0.13019107
</S>	0.1392043	0.14830542	0.18238229	0.1480975	0.10709977	0.1601368	0.114773996
