 	se	la	pasta	aveva	voluto	sale	lo	avevo	messo	</S>
a31	0.07176057	0.06886691	0.06811587	0.0803763	0.1095221	0.08278224	0.07811181	0.12652734	0.13865818	0.17527872
a20	0.07056788	0.06203061	0.0891383	0.10176853	0.18892807	0.18824276	0.11015451	0.09583469	0.062438488	0.030896096
a31	0.0545361	0.04290659	0.08135058	0.13329263	0.14451699	0.21480091	0.15162586	0.08959602	0.053188305	0.03418602
a21	0.13519105	0.08327111	0.07774442	0.07024078	0.12735298	0.21329482	0.1419085	0.085291736	0.036651097	0.029053522
a31	0.055622503	0.043900948	0.069025174	0.11985074	0.15802181	0.23957767	0.13849722	0.10255822	0.04246062	0.030485123
a13	0.10835789	0.079314016	0.08854712	0.059788935	0.1307994	0.21546444	0.14540055	0.09416268	0.048283227	0.029881796
a31	0.07174343	0.056846607	0.0599278	0.06828571	0.15990068	0.20897494	0.13751988	0.14113273	0.058260463	0.03740775
a6	0.10564115	0.08048342	0.081825875	0.051737055	0.1318709	0.21888036	0.13956745	0.09918954	0.06077315	0.03003108
a46	0.079516746	0.06064105	0.058712978	0.06565918	0.13297085	0.17202008	0.1494334	0.16494139	0.07052024	0.04558411
a31	0.05622595	0.04905223	0.04728811	0.07694661	0.21434984	0.21150453	0.11851515	0.11517075	0.07191018	0.039036673
a46	0.11263758	0.08010919	0.08915794	0.053939354	0.112397954	0.18243979	0.14947502	0.11294511	0.07007525	0.03682279
a11	0.08214305	0.064582914	0.054042514	0.059144944	0.12101968	0.18169367	0.15996912	0.15960902	0.077536084	0.040258944
a37	0.05457021	0.05130625	0.055349726	0.07620407	0.17105888	0.19300978	0.112735115	0.1105346	0.10568961	0.069541745
a18	0.054853413	0.044148225	0.053886957	0.095235184	0.13079669	0.22547413	0.15923782	0.11239202	0.07705642	0.046919066
a46	0.052385233	0.039959084	0.056927506	0.102039345	0.124335796	0.19593757	0.16299182	0.121702425	0.08685647	0.05686479
a31	0.050336547	0.037429046	0.051147707	0.09994015	0.13904665	0.19056293	0.16226186	0.12368704	0.08307395	0.06251414
a20	0.11931329	0.078201525	0.086812094	0.062477343	0.123398334	0.1778235	0.13988772	0.10790728	0.068912216	0.03526676
a35	0.04922112	0.042555127	0.0448719	0.069147155	0.12933393	0.19142322	0.12844718	0.115111746	0.13170429	0.09818431
a6	0.054280605	0.048170198	0.047956567	0.06076712	0.15358305	0.2035244	0.1105518	0.10298858	0.11944741	0.09873026
a13	0.045884736	0.043875262	0.04534894	0.05877519	0.17457752	0.1682771	0.08914802	0.0964722	0.14528441	0.1323566
a28	0.041530482	0.03801891	0.042090297	0.069164634	0.14799398	0.17436053	0.11182406	0.112184316	0.15185593	0.11097686
a31	0.051324837	0.04273751	0.04761753	0.08154858	0.12256846	0.19740798	0.14619792	0.11324429	0.116394795	0.08095814
a10	0.11008237	0.07264347	0.06882619	0.06510181	0.12245501	0.1689045	0.15483993	0.11873259	0.08042413	0.03799001
a24	0.056671165	0.051728077	0.048371706	0.05351982	0.13497373	0.15656765	0.09672636	0.13987188	0.13499916	0.12657042
a31	0.06505156	0.060770143	0.057395097	0.057019416	0.13493589	0.15625247	0.09015935	0.13527218	0.13671367	0.10643016
</S>	0.113396466	0.07231044	0.06187617	0.061832298	0.11171719	0.15379621	0.1488058	0.11192051	0.1036756	0.060669247
