 	tutto	il	cibo	vuole	girato	</S>
a31	0.13234702	0.13424335	0.143476	0.15702239	0.22440639	0.20850487
a8	0.21316943	0.1445999	0.2163873	0.18308412	0.14879793	0.093961276
a31	0.20670307	0.15408024	0.13720527	0.19748504	0.17488416	0.12964223
a29	0.3474813	0.25507158	0.19757932	0.085946575	0.07760784	0.03631339
a20	0.2881832	0.21191442	0.21078195	0.13310328	0.10440911	0.051608074
a39	0.28564075	0.19223255	0.2126321	0.14422567	0.10157003	0.063698865
a31	0.27367303	0.17750049	0.18206386	0.15856074	0.12220246	0.085999414
a0	0.31574735	0.18836907	0.14771387	0.14686611	0.114812925	0.08649063
a31	0.24705707	0.16328146	0.16571465	0.16647157	0.13479425	0.122681014
a24	0.33620733	0.22237718	0.13231365	0.11496313	0.11781622	0.076322496
a36	0.25432622	0.16003017	0.14942604	0.16520356	0.13341275	0.13760132
a11	0.28848293	0.17854491	0.14266627	0.1362471	0.109401666	0.14465709
a17	0.35200036	0.20845868	0.12126353	0.11411831	0.10771976	0.09643943
a31	0.26917025	0.209627	0.15723273	0.14971256	0.0902281	0.12402933
a6	0.33626252	0.17971015	0.1458332	0.13096946	0.1290299	0.0781948
a31	0.3030288	0.22330067	0.1398592	0.121723585	0.089919105	0.12216866
a24	0.34540972	0.1858601	0.13041401	0.14509097	0.11066813	0.0825571
a6	0.3199509	0.24761882	0.136327	0.092658244	0.1040648	0.09938021
a31	0.24672142	0.23569752	0.16673934	0.09521763	0.14939263	0.1062315
a46	0.33103216	0.19111224	0.12879345	0.14838511	0.09613285	0.10454424
a39	0.24391983	0.23344542	0.16205697	0.0981201	0.18072729	0.0817304
a31	0.18374892	0.18434864	0.18227743	0.13559715	0.21046934	0.10355853
a41	0.33641577	0.21174026	0.13669732	0.1088982	0.09612774	0.11012076
a8	0.17677063	0.18201032	0.18218765	0.12745178	0.23354155	0.0980381
</S>	0.2066711	0.20354192	0.16412814	0.10849168	0.22816126	0.089005865
