 	vado	cercando	una	macchina	che	consuma	poca	benzina	</S>
p	0.97926533	0.0029890907	0.00012586972	0.00018098914	4.9481285e-05	0.0010421411	0.0007681995	0.00077771896	0.014801116
à	0.8199461	0.07420045	0.029592287	0.007898538	0.004582213	0.024246866	0.0033589648	0.0018644754	0.034310095
o	0.95284766	0.04330979	0.00044057608	0.00030842362	5.3075342e-05	9.6654476e-05	0.000104859624	0.0003981936	0.0024408393
c	0.15529838	0.7025475	0.090253405	0.014632296	0.0055454094	0.0066982456	0.00017567362	0.00037123807	0.024477826
e	0.02717145	0.39685574	0.31132072	0.041229665	0.008131101	0.019506259	0.0023129876	0.007916065	0.18555596
r	0.033988953	0.87598515	0.080837525	0.0059632147	0.0007393426	0.00037496406	2.2388942e-05	6.1763516e-05	0.0020266722
k	0.027124891	0.33302554	0.11989688	0.05567057	0.014084378	0.03441061	0.009551126	0.0022301485	0.40400594
è	0.2587173	0.662774	0.025284706	0.019053426	0.0014257311	0.0024394582	0.002425063	0.016803961	0.011076355
o	0.008161615	0.84315205	0.07646061	0.02578949	0.0033288444	0.009135245	0.0022199354	0.005943882	0.025808275
n	0.0066618123	0.43287706	0.1458531	0.06716249	0.011223036	0.09283258	0.042028207	0.019016126	0.18234558
t	0.0039138705	0.023214692	0.23247948	0.06005476	0.0048841517	0.017844984	0.015523697	0.028305408	0.61377895
a	0.0017727021	0.015500294	0.9067544	0.04381519	0.011540787	0.011672251	0.00045226814	0.00040552695	0.008086609
è	0.0037178034	0.031789497	0.8017462	0.12477381	0.017547008	0.010616631	0.0014075835	0.00062311144	0.007778449
n	0.0034759054	0.003395477	0.44115958	0.1281703	0.13500983	0.05134903	0.1015825	0.035300255	0.10055708
a	0.0014499886	0.005544308	0.6064948	0.075315945	0.016416451	0.016988833	0.009083447	0.020524519	0.24818167
m	0.0040079495	0.012858961	0.14841498	0.66932	0.11524489	0.032603722	0.01205957	0.0006480157	0.0048419
à	0.010356183	0.03034533	0.5654298	0.117113076	0.03051976	0.044601772	0.0056593227	0.014870625	0.18110412
k	0.0034206854	0.015208259	0.044007268	0.57713115	0.053133696	0.08326714	0.1368725	0.021096501	0.06586278
i	0.01581757	0.04419581	0.1974896	0.13093688	0.026002916	0.05253154	0.016746879	0.1344306	0.38184816
n	0.007982503	0.025282506	0.013867604	0.36706108	0.1389642	0.3233729	0.107158594	0.00380609	0.0125045935
a	0.0024093417	0.004685286	0.012392173	0.053796865	0.023571672	0.052034263	0.18022831	0.04973722	0.6211449
k	0.012076871	0.030706674	0.012943908	0.0798035	0.059562158	0.3865568	0.32928345	0.029177917	0.059888672
a	0.0107025765	0.023351222	0.07249821	0.0468264	0.037525088	0.07554007	0.07084088	0.10947113	0.5532444
k	0.011118061	0.029409077	0.0074432436	0.045042362	0.04000281	0.35707897	0.44191265	0.018223995	0.0497689
u	0.010040092	0.02636893	0.043279715	0.020060347	0.023162562	0.07926194	0.107155316	0.20594619	0.48472488
n	0.009798458	0.022866989	0.0050647235	0.014659331	0.008031761	0.42192048	0.42630827	0.0417935	0.04955656
s	0.0008817008	0.002194215	0.0038028657	0.0046108593	0.0040217475	0.04451022	0.40874937	0.073958464	0.45727053
u	0.0008001761	0.0022918596	0.0015348757	0.0030264035	0.002438502	0.11233633	0.42667452	0.23778404	0.21311328
m	0.0026424935	0.011269322	0.010753693	0.0065760836	0.0021603303	0.19345558	0.52944887	0.15910155	0.08459205
è	0.008719358	0.020415641	0.024521068	0.004386464	0.0073880637	0.06225353	0.09745276	0.2707251	0.504138
i	0.00017353549	0.00050312595	0.00017037745	0.00049597514	0.00011037932	0.027504608	0.75277334	0.16630605	0.051962588
o	0.0006737476	0.005023021	0.005792267	0.004190276	0.00076717616	0.046911392	0.47305033	0.29626328	0.1673286
l	0.00042895423	0.0037999668	0.009775735	0.0044154227	0.0029836153	0.12360723	0.6942369	0.060452625	0.10029961
ì	0.00080601475	0.0006137378	0.0015451261	0.0025685376	0.006635059	0.0201227	0.5422882	0.121807955	0.3036127
b	3.673814e-05	0.0001159219	7.133709e-05	0.0001417339	1.3194248e-05	0.002492336	0.50605506	0.4292835	0.061790153
e	0.0020949023	0.0036877014	0.000975892	0.00041929862	0.0002674982	0.007956484	0.17996125	0.4783737	0.32626328
n	0.007369255	0.013022918	0.004872843	0.004686047	0.00085948064	0.029217744	0.0537166	0.6144532	0.27180183
z	0.000700564	0.0032765665	0.005063789	0.001424891	0.0005674553	0.002568081	0.061850216	0.29669225	0.6278562
ì	0.0020810098	0.0013011192	0.00048892584	0.00064549164	0.00024053922	0.00039952638	0.006084087	0.87872267	0.11003665
n	0.0005948836	0.00045409135	0.00032455663	0.000558199	0.00012734183	0.0011664928	0.008063421	0.8755024	0.11320862
a	0.031685237	0.018824695	0.006725646	0.0015820109	0.00071772386	0.00086846243	0.012789962	0.54393274	0.3828735
</S>	0.026645796	0.024083469	0.014397034	0.0140025	0.0033447254	0.026053255	0.014960913	0.55590487	0.3206074
