 	ora	io	sto	studiando	di	diventare	medico	</S>
à	0.9865421	0.0037388392	0.00034346458	5.6299235e-05	0.00019575474	0.0005968477	0.0016244486	0.0069021718
r	0.5160632	0.39349458	0.0029066633	0.002558271	0.0019546824	0.0037566423	0.012138051	0.067127846
t	0.038415797	0.35159323	0.0550761	0.03359087	0.0066301143	0.003204521	0.0018069424	0.5096825
e	0.47430268	0.39642724	0.092175886	0.028966682	0.002360456	0.00037579282	4.0500865e-05	0.0053507364
n	0.050350588	0.7903346	0.0659821	0.09109865	0.0006358276	8.3599516e-05	1.4317025e-05	0.0015004387
a	0.0041108476	0.5149136	0.05294567	0.019141585	0.010854442	0.010422618	0.002323462	0.3852878
i	0.019029569	0.63621724	0.30045557	0.03639077	0.0016671099	0.00037458303	0.00035725377	0.0055079334
v	0.008216172	0.07355549	0.1396294	0.5899532	0.026951153	0.010733379	0.005053681	0.14590752
ò	0.0029518183	0.0011948544	0.10127166	0.46177316	0.03398937	0.011069768	0.0678882	0.31986123
s	0.00473551	0.12357126	0.7004346	0.13600813	0.014709625	0.008510208	0.0032706144	0.008760017
t	0.0011919782	0.01674834	0.21206877	0.044110227	0.008179945	0.0043207887	0.06252507	0.6508549
è	0.0016117562	0.0075453506	0.90982455	0.064048596	0.011618364	0.0025743241	0.00065850076	0.0021186497
o	0.0002498651	0.005474698	0.60565704	0.22596736	0.06387019	0.047292795	0.02405465	0.027433444
s	0.000342663	0.003628728	0.18107851	0.70388955	0.059028313	0.036264345	0.005835054	0.009932816
t	0.00035768535	0.0027892517	0.0084138755	0.22582859	0.051740102	0.056963306	0.025824264	0.6280829
u	0.000113119466	0.00022564089	0.002323261	0.9424835	0.03670888	0.007112603	0.0007641702	0.010268888
d	0.002077628	0.0007039253	0.005313178	0.67795956	0.20698982	0.084662594	0.007166774	0.015126536
i	0.0018974497	0.0009481889	0.011534596	0.6517296	0.037708186	0.014111082	0.03572878	0.24634221
è	0.009739763	0.0015702025	0.015955571	0.32406548	0.39781383	0.2106208	0.014438488	0.025795856
o	8.502973e-05	0.0017678783	0.002987735	0.2517238	0.24734695	0.42143664	0.052031074	0.022620901
n	0.0003435921	0.0012325611	0.0039808853	0.19296835	0.2770968	0.42622876	0.047169548	0.050979488
a	0.0002210652	0.0027711994	0.001015059	0.08849286	0.13569294	0.2785622	0.037757654	0.455487
g	0.0018118367	0.001150928	0.0072822594	0.03267045	0.18234885	0.61592674	0.0940156	0.06479332
h	0.0020594352	0.0007710019	0.0072746286	0.3559624	0.0715849	0.054505683	0.14246409	0.36537784
e	0.007525882	0.0014038472	0.0142131485	0.009519515	0.056393813	0.26195675	0.5600201	0.0889669
t	0.004859748	0.0025450282	0.015914697	0.013834869	0.09559288	0.5821865	0.21977	0.065296255
t	0.00027446	0.0007698744	0.004824852	0.04156247	0.03996113	0.21651126	0.34836957	0.3477263
ò	0.00082889706	0.0005674851	0.006366982	0.0051649488	0.029911181	0.31193414	0.45925435	0.18597203
m	4.996552e-05	0.00045985138	0.0018350129	0.0013100208	0.009394284	0.33615723	0.5923404	0.05845315
e	0.002191973	0.00059901207	0.0072742812	0.0052602356	0.01158149	0.041037712	0.58757997	0.34447533
s	0.0042230203	0.0011910304	0.01006922	0.0043780743	0.015136232	0.18241388	0.68311685	0.09947171
s	0.0002483707	0.002000819	0.002428252	0.0086628115	0.008300784	0.16256666	0.2459494	0.5698428
è	0.0003988887	0.000376489	0.0049031056	0.0009794921	0.0027169867	0.028390603	0.7013422	0.26089218
r	4.1264946e-05	0.00036940043	0.0014097479	0.0006018343	0.0015550945	0.02100912	0.8806086	0.09440494
e	0.0010362066	0.00041070778	0.008476041	0.0005625908	0.0007059189	0.01108439	0.7310603	0.24666382
</S>	0.003894058	0.0015275258	0.014977102	0.004806782	0.0059844935	0.017153753	0.68152475	0.2701315
