 	ho	messo	uno	specchio	sul	muro	</S>
è	0.9201181	0.0073623727	0.00012801647	0.0056183473	5.6823657e-05	0.0037743351	0.06294207
v	0.27720928	0.20211534	0.0062146103	0.44825512	0.0007162833	0.03181444	0.033674993
a	0.00014186403	0.71413094	0.14635141	0.13012819	0.002261988	0.0005505103	0.006435132
l	0.026430296	0.9623733	0.007042599	0.0035959426	2.3895172e-05	4.7460082e-05	0.0004865707
a	0.03703842	0.6949627	0.009639229	0.2136091	0.00077218504	0.021813907	0.022164423
è	0.020817276	0.90173507	0.051727984	0.0056480365	0.0013968496	0.0020821237	0.0165926
n	0.0006771862	0.7209917	0.074583285	0.17603356	0.0012047066	0.0173003	0.009209293
a	0.00019496113	0.7898627	0.08807298	0.06501174	0.0007040029	0.003279397	0.052874103
n	0.0015879348	0.42830867	0.51042724	0.04685125	0.00848341	0.0019549914	0.0023865588
j	0.0027382826	0.2226169	0.23604336	0.124412626	0.00974983	0.039462212	0.36497676
a	0.002332834	0.40490216	0.40952432	0.14449407	0.012255435	0.006463233	0.02002782
l	0.0033682832	0.025365211	0.31965372	0.48727304	0.05607859	0.05294319	0.05531803
ì	9.6450036e-05	0.0042977696	0.027284192	0.9169922	0.0014151916	0.038866587	0.011047617
s	0.00010322443	0.0038107655	0.04164789	0.83552337	0.019824617	0.08937811	0.009711995
t	0.00043908323	0.0039254036	0.020580223	0.2494739	0.014684098	0.45349783	0.25739944
o	0.0016749694	0.0041538333	0.08548098	0.31146485	0.41373724	0.13853395	0.044954248
t	0.002245302	0.004273002	0.008935851	0.08205149	0.39937615	0.3786486	0.12446962
ì	0.00035332615	0.007169527	0.009730371	0.5043493	0.032681912	0.22920913	0.21650645
c	3.2263713e-05	0.00056343235	0.0008675918	0.19589128	0.15224881	0.6283775	0.022019219
h	0.00046349867	0.0011443074	0.0035552746	0.16853453	0.025091762	0.63956386	0.16164678
o	0.00059203367	0.00079813605	0.0032393176	0.048241165	0.36130828	0.54340583	0.042415235
</S>	0.0017832211	0.0029443388	0.0019066782	0.0045056436	0.06973887	0.7808432	0.13827807
