 	sta	seduta	nel	giardino	</S>
s	0.9879957	4.2039934e-05	3.574995e-05	0.0013954893	0.010530999
t	0.16286917	0.040174365	0.034243684	0.035221692	0.7274911
è	0.93063605	0.051694654	0.0050007054	0.0011533189	0.0115151275
i	0.83124757	0.07195705	0.011403023	0.035376288	0.05001602
k	0.04580261	0.81289846	0.048109017	0.010008586	0.08318135
a	0.0063654035	0.10095611	0.13632923	0.05391584	0.70243335
s	0.18627726	0.1949618	0.551843	0.024491994	0.042425912
i	0.02135938	0.03518961	0.18357013	0.06389175	0.69598913
m	0.04938278	0.02299415	0.72711414	0.092715405	0.10779352
m	0.005721077	0.01824303	0.14223257	0.10742699	0.72637635
è	0.5856185	0.017752089	0.3190475	0.044647202	0.03293476
n	0.7194258	0.01471931	0.12983763	0.06864979	0.067367524
i	0.09406771	0.020454846	0.36172947	0.29935223	0.22439569
s	0.04488706	0.0070837983	0.2144591	0.612208	0.121361956
t	0.0040069744	0.0044843554	0.012338467	0.27069584	0.7084744
o	0.028892867	0.0053562107	0.035785917	0.6700029	0.25996217
n	0.013529389	0.00303882	0.017393231	0.6494001	0.31663847
g	0.0035175025	0.0020527216	0.0029632065	0.32459685	0.6668697
h	0.12772463	0.012488595	0.016604625	0.6116772	0.23150496
i	0.4279331	0.048515894	0.013294902	0.22612791	0.28412825
a	0.48934904	0.0076322146	0.008826934	0.2363083	0.25788355
r	0.014295372	0.0008357647	0.023940472	0.48761192	0.47331646
d	0.0043337694	0.0036888137	0.006169582	0.36610115	0.61970675
ì	0.6444991	0.028284766	0.017062541	0.12680717	0.18334639
n	0.031241152	0.0013862747	0.005130535	0.42621872	0.5360234
o	0.078726456	0.06359723	0.022925394	0.39305687	0.441694
</S>	0.011255504	0.0009393644	0.003376036	0.014802206	0.9696269
