 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
e	0.93122137	0.00086433766	0.0035213202	0.00091849145	0.00043924773	0.00056912255	0.00025702137	0.001133146	0.06107594
n	0.061938137	0.38787255	0.0070318514	0.0060805012	0.002046167	0.012455993	0.003917844	0.0062615094	0.51239544
è	0.0015752176	0.25740623	0.4641498	0.07768481	0.018062107	0.015327876	0.0041383244	0.0051918994	0.15646371
n	0.05095039	0.81886727	0.11897246	0.008926807	0.00090768666	0.00034437346	0.0001295696	0.00019585613	0.0007055758
a	0.0021153619	0.6940564	0.115582116	0.015161377	0.0029150876	0.012193365	0.0014495392	0.0019983656	0.15452841
m	0.001892302	0.5375686	0.4116735	0.034134913	0.013119408	0.0008913387	0.00025022862	2.4621379e-05	0.00044509023
i	0.000553618	0.08470344	0.80984414	0.017286876	0.014056343	0.029285124	0.0026513443	0.0013552052	0.040263936
l	0.0021410019	0.008057998	0.89768904	0.06502219	0.02205503	0.0011776319	0.0004396013	0.00026769083	0.0031498508
ì	8.819858e-05	0.025440576	0.16840962	0.5215472	0.045229588	0.097734205	0.038567856	0.0353296	0.0676532
s	0.00042654126	0.0047579333	0.59582776	0.2653442	0.09998097	0.008681388	0.0056730136	0.0058513754	0.013456784
i	0.00022681095	0.00092826085	0.88181627	0.07166627	0.022566594	0.008703334	0.0012515356	0.002118039	0.010722817
m	0.0013681909	0.0008257099	0.24936154	0.22610168	0.4517134	0.041300766	0.01911234	0.0016085323	0.008607938
b	0.0019899297	0.020864937	0.64066255	0.0567957	0.06213012	0.08136702	0.007901414	0.007960197	0.12032814
r	0.002977375	0.0005391476	0.7151904	0.10113744	0.12000052	0.028385382	0.0047464883	0.008617234	0.018405993
ò	0.0075233215	0.0012327073	0.5100929	0.075355686	0.18250021	0.09631514	0.014814263	0.028995683	0.083170064
s	0.00057590427	0.0010311604	0.0852386	0.07395604	0.42376673	0.18696438	0.06350372	0.04817545	0.116787955
t	0.01780488	0.0047334796	0.2855276	0.058919474	0.08256615	0.10102381	0.012543819	0.16777922	0.26910153
i	0.0054375757	0.0013370798	0.25211552	0.028954709	0.2840349	0.18434677	0.05401446	0.07348265	0.11627635
n	0.003657687	0.0026426408	0.042973585	0.010178446	0.09182293	0.47861856	0.22618197	0.042462196	0.101461925
A	0.00011675313	0.0046789325	0.0056363554	0.018114908	0.043361764	0.24742642	0.15646029	0.12699519	0.39720947
n	3.6201174e-05	0.00026681583	0.0037344059	0.0025276907	0.029090669	0.39768776	0.44743267	0.0962633	0.022960484
n	0.0033681581	0.0013020365	0.03313081	0.021363499	0.09690181	0.06711315	0.03688973	0.33413386	0.40579692
a	0.001051139	0.000252148	0.032532424	0.0028679906	0.0297469	0.43452168	0.25983816	0.15870544	0.08048409
à	0.00179649	0.0019059867	0.026224146	0.0027443224	0.0073984717	0.3264787	0.33937147	0.18100797	0.11307243
t	1.3905446e-05	0.00013642429	0.00071148673	0.0009062821	0.0022454672	0.2262454	0.6088461	0.15000285	0.01089202
s	0.0006951733	0.0008943124	0.0037266787	0.0050635044	0.011162111	0.057737682	0.11328189	0.57054055	0.23689815
e	0.00052622164	7.562081e-05	0.010946007	0.0011310398	0.00413834	0.21954247	0.14790562	0.5191958	0.09653888
t	0.0012659618	0.0021760028	0.025063286	0.0023927267	0.0038620427	0.09305101	0.20335492	0.51169515	0.15713885
ù	0.0001307223	0.00350579	0.0019255448	0.005641907	0.0020517637	0.05428939	0.19876291	0.43029195	0.30339998
o	4.311722e-06	2.2002318e-05	0.0012434132	0.0005789747	0.0008461957	0.05319654	0.28496873	0.6368896	0.022250226
</S>	0.0001443315	0.0007212192	0.012998579	0.0016110197	0.002246121	0.027273657	0.103066236	0.74426055	0.10767833
