 	non	aveva	dove	a	stare	</S>
e	0.95158887	0.024828402	0.00071842776	4.9939943e-05	0.00011411412	0.02270019
n	0.044392344	0.054643836	0.0056359842	0.0026163661	0.09903841	0.79367304
ì	0.0024199998	0.75769275	0.11176156	0.0047568893	0.032425467	0.090943374
c	0.0073827347	0.9625032	0.029058475	0.00022292555	0.00026788493	0.0005647724
h	0.0030861713	0.5241836	0.21241817	0.004780298	0.15170299	0.10382879
e	0.00034354924	0.38227057	0.6153059	0.0018252804	9.613017e-05	0.0001585841
p	0.017204333	0.05512403	0.5762087	0.115386546	0.02956792	0.20650843
u	0.00010156573	0.0008795874	0.017592335	0.005732409	0.95487833	0.020815784
s	0.22895676	0.041234724	0.16090803	0.13137265	0.045781504	0.3917464
t	0.00079996395	0.0061132116	0.027087905	0.19523771	0.27914804	0.49161318
a	0.0038901926	0.0018088039	0.016419277	0.1009995	0.8157465	0.0611358
s	0.0020733746	0.0008392472	0.0011497785	0.03275333	0.8678161	0.09536814
ì	0.00020669127	0.008986968	0.0059840195	0.42722917	0.22558044	0.33201277
</S>	0.00037393117	0.08427112	0.0318697	0.5225982	0.12805477	0.23283228
