 	avete	fatto	già	le	verdure	</S>
i	0.9686636	0.000574112	0.0015701421	0.00016682997	0.0011904661	0.027834924
k	0.9228503	0.04561627	0.0013037797	0.00013871562	0.0012977688	0.028793117
à	0.0042551206	0.03166762	0.21034305	0.022430107	0.5635082	0.16779593
m	0.7506671	0.17779969	0.06845706	0.00068444863	0.00018665088	0.002205028
a	0.19075583	0.18561521	0.027083455	0.001931073	0.37544626	0.21916825
t	0.040063124	0.6908812	0.25556296	0.0062873415	0.00062092073	0.0065845735
o	0.010468062	0.22329332	0.4794146	0.010398691	0.057698954	0.21872638
g	0.084491655	0.1319051	0.6096905	0.033733148	0.008360944	0.13181862
i	0.0038488533	0.015459841	0.18733017	0.012158036	0.5705862	0.21061696
à	0.24398214	0.07432769	0.3145255	0.100782916	0.022347175	0.24403463
t	0.004532966	0.0023337337	0.086591005	0.5661012	0.1708634	0.16957772
a	0.0018645506	0.0018046631	0.014499139	0.25532448	0.3890995	0.33740765
l	0.028366724	0.00998773	0.009126825	0.12084767	0.44547245	0.3861986
à	0.00052684214	0.00059324346	0.0030992446	0.16076294	0.6399348	0.19508292
c	0.0015035194	0.00018683275	0.006175226	0.40036842	0.38099727	0.21076877
h	0.004462005	0.0028067967	0.0066561336	0.13156636	0.49097136	0.36353734
a	0.0139497	0.0013710208	0.0011904401	0.021841707	0.849829	0.11181807
n	0.0318094	0.0048774923	0.008033676	0.0050125197	0.18207772	0.7681892
a	0.0075314725	0.008729831	0.005201156	0.010065746	0.25912312	0.7093486
</S>	0.025016228	0.009256341	0.0074482197	0.0015565872	0.043459814	0.9132628
