 	che	consuma	poco	benzina	</S>
n	0.59371203	0.026990447	0.0038337111	0.010231266	0.36523262
a	0.37879482	0.30111083	0.013334705	0.013279451	0.29348022
k	0.5018312	0.31224194	0.009557029	0.0055539804	0.17081589
o	0.16451637	0.36135474	0.026148157	0.15042089	0.2975598
n	0.033473	0.91254616	0.023537263	0.0017957345	0.028647866
s	0.011509496	0.37256575	0.19159585	0.013432737	0.41089618
u	0.055371437	0.8219658	0.07741844	0.00819047	0.03705384
m	0.020514125	0.8343589	0.07920376	0.0075502065	0.058373153
è	0.028152023	0.35088223	0.06721309	0.15402788	0.39972484
t	0.0025098124	0.3444313	0.3919752	0.05301907	0.20806462
s	0.011748596	0.1557723	0.099624306	0.18582954	0.54702526
i	0.00888078	0.15918532	0.75585145	0.023807628	0.05227489
a	0.029909855	0.094716564	0.70292455	0.060395222	0.11205381
l	0.003641649	0.04543788	0.7729041	0.046995185	0.13102117
ì	0.00031831095	0.0017121101	0.6546071	0.08282264	0.26053983
o	0.00023293738	0.0023976786	0.70666534	0.19562605	0.09507802
b	0.00056579884	0.015051601	0.5560159	0.25734678	0.17101981
e	0.048533842	0.02172651	0.07508069	0.42668724	0.42797178
n	0.008486321	0.009863372	0.0050525605	0.7230498	0.25354788
z	0.0011368986	0.004296933	0.058234025	0.25588125	0.68045086
ì	0.012828342	0.0009202248	0.0035863845	0.86178327	0.12088171
n	0.0018538758	0.0006175212	0.0022948682	0.8086659	0.18656793
a	0.04759238	0.0036088803	0.0019552477	0.5666812	0.38016233
</S>	0.021135949	0.01812487	0.0036199782	0.41621614	0.54090303
