 	se	vieni	a	casa	ogni	sabato	</S>
a	0.832349	0.037245777	0.0016867721	0.00079295423	0.001371064	0.012849511	0.11370489
n	0.003878598	0.010819942	0.0071481997	0.0034080176	0.0010851972	0.022526577	0.95113343
è	0.00020230106	0.35729083	0.37594745	0.11475362	0.0036529792	0.007759903	0.14039294
r	6.9361595e-05	0.99226755	0.0064030546	0.0008853097	0.00012567562	3.6482146e-05	0.00021282354
t	0.0013523292	0.3603711	0.112440325	0.044867337	0.0017172036	0.01570021	0.46355152
i	8.3871746e-05	0.72686714	0.16701779	0.1033983	0.0017684462	0.00038937703	0.00047510734
è	0.00035241005	0.45350343	0.38992652	0.14262463	0.009231199	0.0008708598	0.003491035
s	4.5326193e-05	0.3224695	0.15326008	0.23352173	0.22092701	0.03374292	0.036033474
s	0.00018705742	0.12102788	0.398994	0.2892621	0.020397743	0.024227735	0.14590342
u	7.547465e-06	0.04603909	0.28387898	0.6460176	0.017325522	0.005207535	0.001523706
k	0.0011979545	0.015512541	0.12838106	0.6779801	0.13307622	0.019328346	0.02452378
u	0.0009369717	0.01002062	0.13942064	0.62037665	0.013415632	0.02929372	0.18653573
à	0.0031398674	0.018050648	0.069873154	0.57681185	0.24678496	0.044385266	0.040954247
i	1.2061426e-05	0.0071811886	0.0067511806	0.19347069	0.59452504	0.148514	0.049545806
s	0.00021619334	0.012920172	0.03093919	0.1927048	0.2939921	0.25384775	0.21537976
à	0.00036318143	0.002770045	0.008754551	0.11283799	0.26269695	0.28378385	0.32879344
m	2.0839572e-05	0.010174511	0.0034910503	0.055633046	0.37346417	0.4904295	0.06678691
b	0.006541287	0.004980883	0.016895648	0.21612224	0.4337941	0.18144485	0.14022094
a	0.00083716423	0.0044303685	0.007811281	0.041775364	0.658056	0.26975277	0.017337078
</S>	0.001901772	0.0044124178	0.015809616	0.0077057993	0.013148007	0.83240616	0.12461616
