 	la	casa	la	costruirono	i	muratori	</S>
o	0.8669005	0.029558705	0.005584584	0.011745685	0.0009586415	0.0028398763	0.08241205
s	0.80216587	0.19092253	0.0030034895	0.00058946485	0.00015070215	2.0313402e-05	0.0031477546
p	0.025143208	0.25409693	0.34375134	0.07879502	0.018640121	0.009114869	0.2704585
ì	0.26172042	0.721177	0.012723978	0.002170907	0.000111928064	0.00031658576	0.001779161
t	0.062389772	0.779881	0.1326929	0.010807266	0.0008927678	0.000859868	0.012476446
i	0.16372858	0.6765995	0.027309405	0.027116656	0.0052370983	0.0022855178	0.097723275
o	0.003491858	0.86062753	0.13038816	0.003936904	0.0011792581	6.264357e-05	0.0003137306
f	0.0056381454	0.297717	0.6148763	0.041617207	0.017202932	0.0014304551	0.02151812
a	0.008731953	0.021129444	0.5561219	0.20344566	0.0497559	0.0068566524	0.15395847
b	0.008588086	0.2522899	0.66287494	0.04982638	0.006824297	0.0022952976	0.0173011
b	0.0119374115	0.1601097	0.18686472	0.05554073	0.013403953	0.02138129	0.55076224
r	0.014233282	0.08696728	0.7056146	0.118016	0.004633546	0.0053343717	0.065200865
i	0.21778703	0.26492107	0.15318607	0.1403844	0.015750544	0.02863379	0.17933707
k	0.015781678	0.03881502	0.36704826	0.48324046	0.06827803	0.0053909984	0.021445658
è	0.016322644	0.1133857	0.14873457	0.07810511	0.021767147	0.07313662	0.5485482
t	0.00038514548	0.0026224358	0.07960131	0.7472884	0.11628844	0.028032502	0.025781699
s	0.003893187	0.010118036	0.026604597	0.04221803	0.014491813	0.1284497	0.77422464
a	0.011340562	0.010817268	0.029182464	0.75161195	0.12659244	0.03889715	0.031558115
n	0.010656638	0.014417282	0.011337362	0.69730425	0.17962278	0.040214032	0.046447597
e	0.003980021	0.01105358	0.02241735	0.29785824	0.3220987	0.05031274	0.2922794
e	0.013617534	0.02289318	0.012098907	0.5173429	0.19212559	0.13207205	0.10984974
f	0.0014115289	0.016283618	0.022162113	0.26425564	0.49534756	0.0962235	0.104315974
a	0.002196215	0.0048815487	0.010139422	0.26885954	0.40312454	0.06594869	0.24485005
b	0.0044379896	0.010111558	0.009045627	0.21318394	0.13006109	0.41923997	0.21391976
b	0.009128524	0.029108163	0.0046858275	0.029284889	0.03927281	0.10252925	0.78599054
r	0.08073592	0.027270015	0.004120315	0.06757161	0.030701058	0.36704725	0.42255384
i	0.28961402	0.042793997	0.0029009169	0.024873188	0.012809776	0.08518552	0.5418226
k	0.022313768	0.021700839	0.0054522743	0.073216796	0.024959845	0.6447145	0.20764205
a	0.01800435	0.024438394	0.0032929499	0.0074766823	0.018126845	0.5094013	0.41925952
t	0.0096296575	0.012869804	0.0029707928	0.017348532	0.0031176843	0.710914	0.24314952
ù	0.0006249845	0.0057266243	0.0047404757	0.016825916	0.052463904	0.42013353	0.4994846
r	1.0909595e-05	0.0001458427	0.0003177336	0.0049968613	0.0038882133	0.8992747	0.0913657
i	0.0016249636	0.0009819501	0.00028306982	0.0008931553	0.0009786779	0.34857604	0.6466622
</S>	0.004857172	0.012945592	0.0040173894	0.014309254	0.0013798625	0.33256403	0.6299267
