 	il	medico	mi	ha	detto	che	non	devo	mangiare	dolci	perché	mi	fanno	male	a	me	mi	piacciono	e	li	mangio	</S>
o	0.8971761	0.08697883	0.00021561782	0.00018200651	0.00017900337	0.0001705549	9.829467e-05	5.8814283e-05	8.660224e-05	0.0003447647	0.0004747319	8.1378945e-05	0.00014869665	0.00038992998	0.00010121362	9.4200135e-05	4.1939533e-05	0.0004174208	0.00047323934	0.00014795274	0.0014864057	0.010652278
m	0.35290924	0.52099633	0.0027733108	0.0033023313	0.014519322	0.0051780725	0.0004832701	0.0017777131	0.001951308	0.0009216711	0.0018078171	0.00097351766	0.0006773511	0.0007053695	0.0003094799	0.0002304125	0.0008877769	0.00045254471	8.171422e-05	0.00025337376	0.00022676631	0.08858132
e	0.09382352	0.053067323	0.066311926	0.19044262	0.14479932	0.022153027	0.005268313	0.021934792	0.025029115	0.011485411	0.011595192	0.0040278463	0.009271387	0.011850155	0.006046819	0.003550686	0.01397054	0.10224863	0.0028427246	0.0010357572	0.0016001402	0.19764476
s	0.0011881999	0.9862429	0.0035566553	0.0037491648	0.0013272284	0.00028417242	0.00034542626	0.0009492984	0.00032556427	0.000108912354	5.1684074e-05	6.3324405e-05	6.494999e-05	3.133333e-05	2.1687596e-05	2.3390538e-05	5.9262075e-05	3.541813e-05	3.6733318e-06	4.677456e-06	7.2823236e-06	0.0015557308
s	0.040573426	0.44552785	0.015933111	0.05950457	0.02620048	0.008093614	0.011681942	0.033167727	0.015989617	0.01562633	0.035655793	0.014123118	0.012290427	0.016671615	0.008159357	0.0041280817	0.00888489	0.0025074114	0.004076573	0.0019444411	0.0013598955	0.21789974
è	0.044021413	0.83220375	0.02068976	0.020802503	0.027417282	0.006623088	0.0030281437	0.005118755	0.0064170733	0.0035475013	0.0052161207	0.003150162	0.0025872928	0.0023515932	0.0016808355	0.0015010326	0.0036187794	0.006289173	0.000362303	0.0007749227	9.609714e-05	0.0025024214
r	0.0010752847	0.80937797	0.106849715	0.028204331	0.026120681	0.002066202	0.006428149	0.0044793105	0.0028601147	0.0016814548	0.0018257773	0.002283147	0.0007375829	0.0005536134	0.0006248766	0.00059905136	0.0011444004	0.00021582587	0.00017709318	0.00016196491	0.00034549696	0.002187902
e	0.032869484	0.66102564	0.009941527	0.052037075	0.004074708	0.0017093129	0.014297911	0.013722841	0.006554547	0.016741358	0.034815867	0.008133316	0.022608196	0.032818165	0.017787158	0.008662773	0.009878104	0.0073803696	0.010771638	0.0030384741	0.0006144302	0.030517062
m	0.0019942673	0.1267483	0.4261096	0.18257584	0.16552648	0.021362428	0.016174704	0.022173107	0.013233577	0.0044880733	0.0028751101	0.003335084	0.0022822407	0.0012321714	0.0015462956	0.0016705178	0.0028482312	0.0016056834	0.00030698534	0.00041253804	0.00011553855	0.0013831537
u	0.062695816	0.06752058	0.064111	0.13962173	0.13327563	0.029304957	0.00941037	0.02161424	0.034063306	0.021596193	0.028516982	0.011427496	0.017125934	0.02314941	0.012405009	0.008471171	0.029432142	0.14647226	0.005179602	0.0023056178	0.00057253387	0.13172795
p	0.000729795	0.0256182	0.37490276	0.19969125	0.2800679	0.024887316	0.026895523	0.03328599	0.017488701	0.0036274013	0.0022640026	0.0027114113	0.0013622292	0.00075367565	0.00092485093	0.0009618079	0.0019188822	0.0007084474	0.00013179803	0.00017422461	5.919167e-05	0.0008346734
e	0.0415338	0.018285446	0.04397093	0.21303436	0.15977539	0.03514301	0.012190007	0.05379986	0.0533243	0.02481774	0.024811564	0.008523153	0.01835516	0.023554828	0.009642041	0.0056173233	0.01898052	0.098290026	0.003448878	0.0014437945	0.0014362002	0.13002165
k	0.00038927258	0.006589735	0.054019615	0.14195289	0.41382092	0.07203859	0.0795539	0.12449841	0.08713705	0.0074615385	0.0026375498	0.0019024409	0.0019263978	0.0011273767	0.0010559344	0.000713463	0.0013033703	0.0006533722	0.00010173709	9.7133954e-05	7.2314535e-05	0.000946937
a	0.04347163	0.010707971	0.02399143	0.14147758	0.18020949	0.04115627	0.012232316	0.06498421	0.07096742	0.030710042	0.033590928	0.011395087	0.02255055	0.0315276	0.009801786	0.00535598	0.021355115	0.093734376	0.004065916	0.0018069615	0.0026757114	0.14223166
