 	il	cibo	vuole	mangiato	appena	lo	cucini	che	è	più	saporito	</S>
o	0.91525006	0.06383355	0.0032412196	0.0007601164	0.0006626843	0.00037526997	0.0026156665	0.0002112517	0.000477667	0.0006359762	0.0044340305	0.00750243
m	0.20553122	0.77876765	0.0071910573	0.00031554166	0.0009175083	0.0012542915	0.00027976243	0.0002673183	2.0397038e-05	5.574304e-06	8.769783e-05	0.0053620297
a	0.025014345	0.02593476	0.3378042	0.07348042	0.052097343	0.008250319	0.004279246	0.0011227353	0.0045057633	0.0014811883	0.056147613	0.40988213
r	0.0024602395	0.9492186	0.044529304	0.0013546753	0.00022553474	0.00023783286	0.00019843083	6.162196e-05	1.744609e-05	2.2013087e-06	9.561064e-06	0.0016846043
ì	0.019242749	0.80377674	0.12958153	0.011941539	0.009903514	0.008360454	0.0022179114	0.0048618456	0.0007579006	0.00026399296	0.00028887996	0.008802968
o	0.001454102	0.8826437	0.110798046	0.0032153684	0.00073547574	0.0003648018	0.00057955086	4.1165717e-05	4.039326e-05	1.7315479e-05	2.654011e-05	8.352997e-05
t	0.0035053776	0.42179134	0.5115473	0.03169221	0.0186895	0.006645485	0.004303394	0.000727648	0.00035767467	0.00013291046	9.204243e-05	0.00051504123
è	0.0010777761	0.03354867	0.71898323	0.0992766	0.028360287	0.015904963	0.003386974	0.008417662	0.0036209058	0.00096468616	0.0027171988	0.08374104
l	0.00034775978	0.16413005	0.7436766	0.07350404	0.010220561	0.003725647	0.0027048213	0.0005792924	0.00039274993	0.00016373003	0.000138155	0.00041660396
i	0.0018230417	0.07202356	0.6996169	0.08595949	0.030049382	0.0069969688	0.0039766673	0.0018199062	0.009860779	0.008497865	0.0071707163	0.07220472
f	0.00069350994	0.008301467	0.55087036	0.25211892	0.14080475	0.034600347	0.0067609106	0.0032045622	0.0019466965	0.0005341161	3.537499e-05	0.0001289183
a	0.0016165798	0.0070642177	0.5042869	0.19765908	0.05922547	0.02703874	0.0062091434	0.020962846	0.013525727	0.0033077414	0.007901189	0.15120234
m	0.0026603967	0.005191328	0.25004846	0.50119245	0.19765663	0.022179274	0.012695345	0.002576463	0.003369895	0.0014195942	0.000306181	0.00070397626
è	0.022711203	0.006584593	0.12809467	0.1576694	0.12675238	0.016150996	0.008521738	0.0022622219	0.009891359	0.0057962327	0.04031952	0.47524574
n	0.00028052478	0.002141193	0.16803521	0.71128553	0.063959636	0.013219311	0.016565314	0.0051963134	0.009721666	0.005238242	0.0014516874	0.002905434
o	0.008800192	0.0032611152	0.1028238	0.30390415	0.092144385	0.012998946	0.014600481	0.0055764318	0.037075676	0.015082521	0.080585115	0.3231472
a	0.0020879158	0.0023647887	0.012509468	0.1244989	0.66700876	0.11719885	0.02900388	0.014701914	0.021297786	0.0085081775	0.00023087363	0.00058863004
p	0.00055431033	0.0021412051	0.0070453035	0.037316233	0.68536276	0.18522225	0.016828062	0.029939933	0.01790777	0.010286326	0.0022709086	0.0051248926
p	0.010798338	0.0023415196	0.009320306	0.042001557	0.206441	0.02597236	0.00424556	0.0050301	0.011047562	0.010072791	0.059517752	0.6132111
è	0.043981913	0.01271325	0.077408865	0.31182477	0.21252915	0.05432481	0.025271816	0.030410632	0.07467511	0.080774084	0.0457142	0.03037139
n	0.04968212	0.01233655	0.03253138	0.19904412	0.09739466	0.046537504	0.01738656	0.06955718	0.12656666	0.2692186	0.04708001	0.032664593
a	0.07825412	0.012574783	0.032994747	0.23185776	0.16767111	0.02834125	0.030916343	0.01128825	0.07833909	0.15064166	0.09221213	0.08490874
o	0.0046609463	0.0034628161	0.00974069	0.02842797	0.46790463	0.17380711	0.0651438	0.04000214	0.118818365	0.08598958	0.0008945927	0.0011473814
m	0.00073617336	0.0035275477	0.01529698	0.021113718	0.37329268	0.19548695	0.031522658	0.047190323	0.15450066	0.12827294	0.010738369	0.018321013
a	0.021385046	0.003608396	0.008441563	0.03110052	0.24525476	0.0233329	0.013361288	0.003105335	0.013372697	0.017869748	0.124012016	0.4951557
r	0.0012233325	0.006415895	0.026209515	0.026305858	0.12543182	0.11458729	0.080796994	0.038384095	0.29253286	0.26809224	0.0067082625	0.013311805
è	0.00067815115	0.0023459475	0.0097313	0.006137986	0.08654887	0.07582376	0.004124242	0.119829	0.18029803	0.11619898	0.10712932	0.29115435
i	7.878315e-05	0.00047069576	0.0052265273	0.0071113114	0.018623773	0.0148808425	0.011837382	0.014426378	0.3688181	0.4788079	0.053970065	0.025748132
k	0.00054035184	0.003968713	0.023832314	0.018312575	0.072986856	0.042286772	0.01766602	0.0128294155	0.30325463	0.4435855	0.021077564	0.039659336
a	0.019328611	0.0031095499	0.0067586373	0.007452283	0.11857385	0.020126943	0.00877039	0.0039737094	0.02885227	0.07080517	0.1799062	0.53234243
è	0.0024283612	0.008875625	0.0475278	0.033965487	0.032347813	0.020494	0.024490707	0.009189211	0.23900293	0.5098646	0.027672403	0.04414103
p	3.7461316e-05	0.0008063623	0.004124362	0.0027471136	0.0018595684	0.0046581854	0.0013349642	0.013483085	0.26593152	0.5460022	0.06002872	0.098986395
