 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
m	0.95341223	0.02354351	0.0033745787	0.0018007924	0.0005128452	0.0011746311	0.008752228	0.0074291974
ò	0.8863948	0.036973886	0.03169034	0.007084749	0.00356282	0.003370033	0.00490217	0.026021179
t	0.9595473	0.03845402	0.00020009039	0.00014358372	0.0003197844	0.000164259	0.00019859955	0.00097243284
t	0.36042234	0.058303397	0.06506509	0.029414302	0.011673307	0.011353079	0.009461043	0.4543075
i	0.7111372	0.24507378	0.033352647	0.0061893268	0.0012808075	0.0016079233	0.00040810107	0.00095034594
ì	0.08916546	0.84618974	0.056460213	0.0037760162	0.0004965376	0.0005329479	0.0005051343	0.0028740254
r	0.009311069	0.9515091	0.020594668	0.0032093576	0.0020244082	0.0026393791	0.004889049	0.0058229184
t	0.011434462	0.45277268	0.08579778	0.0213548	0.0047678426	0.0039754836	0.010370736	0.40952623
e	0.04204243	0.5959178	0.33801427	0.015900312	0.0038039845	0.0028951361	0.00031462975	0.0011114221
o	0.008982528	0.44839433	0.52508974	0.0127812615	0.0017253666	0.001022433	0.0004169216	0.0015873902
G	0.008297462	0.015389479	0.9026127	0.02533773	0.0021908286	0.0055332263	0.0047128256	0.035925657
i	0.0044588586	0.052891392	0.35210708	0.08235335	0.105366305	0.08841707	0.08515743	0.22924854
o	0.009738784	0.328479	0.5966972	0.04385015	0.010331892	0.005373392	0.0018080809	0.003721486
v	0.0028808194	0.009061067	0.88513625	0.044823453	0.010416263	0.02216792	0.007911423	0.017602837
à	0.008220631	0.006322446	0.5902499	0.03634786	0.013909229	0.0068708872	0.037763294	0.3003157
n	0.0044261487	0.011248888	0.5822076	0.26525337	0.086430855	0.030868698	0.00783242	0.011732001
n	0.0036726492	0.009982896	0.16397715	0.024228003	0.024282707	0.010061193	0.07543758	0.6883579
i	0.0049827513	0.0030886545	0.7762485	0.16663657	0.035251595	0.010797738	0.00076230924	0.0022318205
e	0.009015937	0.0029279732	0.47026175	0.40032235	0.074234515	0.03758488	0.0016200442	0.004032525
A	0.0039372593	0.0028758831	0.32655445	0.35819528	0.0800944	0.16092783	0.022714198	0.044700664
n	0.00021986729	0.0009560952	0.052255817	0.2629702	0.3636694	0.28205726	0.022894263	0.0149771115
n	0.00068149844	0.00070077775	0.22810745	0.084479004	0.053188704	0.045428205	0.07300187	0.51441246
a	0.00071704143	0.00090682553	0.17218739	0.6396814	0.10804115	0.066491544	0.002251367	0.009723332
g	0.0147512555	0.0039822254	0.060606793	0.4955778	0.21432935	0.19361787	0.006003195	0.01113153
i	0.009106151	0.00366935	0.3058177	0.085174024	0.028107185	0.033431184	0.055197608	0.47949678
à	0.021359144	0.006069571	0.044051602	0.42951137	0.26659113	0.2154474	0.0062843813	0.010685333
ì	0.00014868096	0.0006661468	0.003969985	0.12890622	0.31122816	0.4837952	0.04891445	0.022371102
c	0.00012623348	0.00024005561	0.001221279	0.09492656	0.49965924	0.34141946	0.039053936	0.023353243
h	0.00031978136	0.0003664899	0.008560393	0.032923613	0.12605694	0.1074747	0.18265612	0.54164195
e	0.0032493102	0.00024796216	0.0022486246	0.15801606	0.54149514	0.27238542	0.01215683	0.010200668
p	0.011903835	0.010856483	0.030217642	0.1850468	0.22693966	0.48042783	0.023822762	0.03078499
l	0.025868803	0.019958852	0.061321132	0.064076975	0.044714	0.03598354	0.16942874	0.578648
ò	8.3141116e-05	0.0010993751	0.0019770283	0.020430226	0.08955826	0.19472742	0.4485384	0.24358623
s	0.00020659801	0.0011984769	0.0031038285	0.020241397	0.079625994	0.20803094	0.5474669	0.1401259
o	0.010793665	0.0061939666	0.017286662	0.024957974	0.17793396	0.13394704	0.25561816	0.37326857
n	0.078519076	0.011334287	0.06258036	0.0644486	0.043004576	0.11510213	0.42554682	0.19946414
t	0.008938248	0.008523829	0.082903594	0.011122429	0.017828323	0.049586445	0.19229376	0.6288034
a	0.008013931	0.024959812	0.09435756	0.0651301	0.03222243	0.06471391	0.18276781	0.5278344
</S>	0.014228746	0.005223612	0.04605895	0.014024885	0.0071276054	0.013722385	0.69274676	0.20686707
