 	ho	rotto	una	bottiglia	</S>
è	0.9838245	0.00041899012	0.00022852122	0.0029297308	0.0125983395
g	0.67330945	0.005607523	0.013493763	0.07434757	0.23324172
l	0.01037308	0.10419958	0.01342633	0.43886808	0.4331329
a	0.2601629	0.70081806	0.016981408	0.015383339	0.006654178
s	0.015215878	0.78430796	0.19002919	0.00073448126	0.009712426
a	0.0067109354	0.7874314	0.041628256	0.013988657	0.15024075
m	0.006549975	0.74509627	0.22271942	0.004618257	0.02101614
i	0.00069156475	0.07156218	0.17535803	0.39683393	0.35555428
a	0.013999686	0.5229223	0.42212692	0.00518251	0.035768565
b	0.00034509238	0.0124856485	0.83696634	0.035051983	0.11515094
u	0.0005256146	0.009924147	0.115526155	0.6125068	0.26151723
t	0.016564302	0.09347846	0.6839905	0.06390122	0.14206563
t	0.0024835074	0.012873022	0.15013096	0.10120175	0.7333107
ì	0.0027091478	0.027145077	0.49121568	0.36690703	0.11202301
g	0.0019204897	0.0282113	0.3509313	0.31903604	0.2999009
l	0.0044527967	0.057328824	0.15742703	0.59700644	0.18378495
i	0.0073871007	0.01141878	0.08319894	0.5156536	0.38234153
a	0.028303511	0.070798844	0.115175046	0.28562155	0.50010103
</S>	0.0006607039	0.013509044	0.06105847	0.1908515	0.7339203
